image_id,filename,filepath,split,caption,label,all_captions_json,source_dataset,source_hf_split
flickr1k_105,1030985833.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1030985833.jpg,train,The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway.,,"[""The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway."", ""A brown and black lab are outside and the black lab is catching a toy in its mouth."", ""A black dog and a brown dog play with a red toy on a courtyard."", ""A black dog and a brown dog are jumping up to catch a red toy."", ""Black dog snaps at red and black object as brown dog lunges.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_106,103106960.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103106960.jpg,train,A young male kneeling in front of a hockey goal with a hockey stick in his right hand.,,"[""A young male kneeling in front of a hockey goal with a hockey stick in his right hand."", ""A child in a red jacket playing street hockey guarding a goal."", ""Hockey goalie boy in red jacket crouches by goal, with stick."", ""A boy with a stick kneeling in front of a goalie net"", ""A young kid playing the goalie in a hockey rink.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_107,103195344.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103195344.jpg,train,The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading.,,"[""The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading."", ""A man in black is sitting next to a modern art structure in front of a glass building."", ""A man sits and reads a newspaper by a sculpture outside of an office building."", ""A man sitting in front of a metal sculpture in front of a building."", ""A man sits near a large statue.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_108,1031973097.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1031973097.jpg,train,A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio.,,"[""A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio."", ""A young child wearing a blue shirt and red hat grabs onto black bars in front of him."", ""The little boy looks like he is saying, let me out of jail."", ""Toddler boy in a red hat holding on to some railings."", ""Little boy wanting to play outside of fence.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_109,103205630.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103205630.jpg,val,"Two men, standing on an ice, looking into something covered with a blue tarp.",,"[""Two men, standing on an ice, looking into something covered with a blue tarp."", ""Two men are about to enter an ice fishing tent on a snow covered lake."", ""Two people standing outside a blue tent structure on a snowy surface."", ""Two men setting up a blue ice fishing hut on an iced over lake"", ""A tent is being set up on the ice.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_110,1032122270.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1032122270.jpg,train,Three dogs are standing in the grass and a person is sitting next to them,,"[""Three dogs are standing in the grass and a person is sitting next to them"", ""Three dogs stand in a grassy field while a person kneels nearby."", ""Three dogs are playing on grassy hill with a blue sky."", ""A woman crouches near three dogs in a field."", ""Three dogs on a grassy hill""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_111,1032460886.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1032460886.jpg,train,There is a skyscraper in the distance with a man walking in front of the camera.,,"[""There is a skyscraper in the distance with a man walking in front of the camera."", ""Behind the man in a red shirt stands a large skyscraper."", ""A man stands in front of a very tall building."", ""A man is standing in front of a skyscraper"", ""A man stands in front of a skyscraper.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_112,103306033.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103306033.jpg,train,A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller.,,"[""A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller."", ""Woman dressed in brown African attire pushing a toddler in a stroller."", ""A woman is walking her baby with a stroller at the local park."", ""The lady is pushing a child in a stroller."", ""A woman pushes her baby in a stroller.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_113,103328091.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103328091.jpg,train,A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits.,,"[""A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits."", ""Man in red shirt is sitting next to fruit that is for sale."", ""A man in a red shirt is sitting by fruit for sale."", ""A man in a red shirt sits next to a fruit stand."", ""An oriental man selling produce.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_114,1033767085.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1033767085.jpg,train,A young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate.,,"[""A young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate."", ""A young blond-haired boy and a dark-haired girl are eating at a kid's table."", ""Two children are sitting at a table eating food."", ""Two children eating at a small table."", ""Two children eating food.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_115,1034276567.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1034276567.jpg,train,A small boy putting something in his mouth with both hands.,,"[""A small boy putting something in his mouth with both hands."", ""A boy bites hard into a treat while he sits outside."", ""The boy eats his food outside at the table."", ""The boy is eating pizza over a tin dish."", ""A child biting into a baked good.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_116,1034985636.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1034985636.jpg,train,A man with wild hair rocks a show playing a guitar center stage.,,"[""A man with wild hair rocks a show playing a guitar center stage."", ""A man wearing black is playing an electric guitar at a concert."", ""A man on stage playing the electric guitar during a concert."", ""A man playing an electric guitar on stage."", ""A man playing guitar at a concert.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_117,1035019794.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1035019794.jpg,train,A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence.,,"[""A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence."", ""A girl playing softball hits the ball almost directly downwards"", ""A young girl is playing baseball and is striking out."", ""A girl hitting a softball but she missed the ball."", ""The batter missed the ball.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_118,10350842.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10350842.jpg,val,A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake.,,"[""A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake."", ""A man wearing a life jacket is in a small boat on a lake with a ferry in view."", ""A man wearing a red life-vest is sitting in a canoe on a body of water."", ""A balding man wearing a red life jacket is sitting in a small boat."", ""A man in a red life vest is riding in a canoe.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_119,1035392784.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1035392784.jpg,train,A man in black with long hair playing a guitar with stickers on it.,,"[""A man in black with long hair playing a guitar with stickers on it."", ""A long-haired musician, playing his guitar in a performance."", ""A rock artist performs on stage with an electric guitar."", ""A man in a black shirt plays a black-colored guitar."", ""A man wearing black is playing an electric guitar.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_120,103625356.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103625356.jpg,train,A man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby.,,"[""A man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby."", ""A man in a baseball cap works to spread cement behind a line of yellow caution tape."", ""A man in a black shirt and baseball cap is applying filler to a trench in the floor."", ""A man wearing a black shirt smoothing out concrete in an urban area."", ""A man is bent over smoothing cement in a sidewalk opening.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_121,103631543.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103631543.jpg,train,A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant.,,"[""A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant."", ""A woman in a white shirt is sitting at a table in a nice restaurant."", ""A young woman sits at a dinner table with two entrees and a martini."", ""A dark-haired young woman hesitates before dining."", ""Woman having a fancy dinner.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_122,1039360778.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1039360778.jpg,train,A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her.,,"[""A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her."", ""A woman relaxes with her bike on a red blanket in a field of green grass and trees."", ""A lady laid her bicycle on the green lawn as she lies in a red blanket."", ""A woman is laying on a red blanket in a park."", ""A girl suns herself on a red blanket.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_123,103953336.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/103953336.jpg,train,Someone is standing on a long bridge with a cloudy blue sky in the background.,,"[""Someone is standing on a long bridge with a cloudy blue sky in the background."", ""A solitary man stand on a bridge in the evening."", ""One person is standing on a bridge at night."", ""Person crossing a bridge in dim light."", ""A man stands on a bridge at night.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_124,1039637574.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1039637574.jpg,test,A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants.,,"[""A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants."", ""A man in light colored clothing photographs a group of men wearing dark suits and hats standing around a woman dressed in a strapless gown."", ""A photographer takes a picture of a group of one girl in a pink dress and 10 boys in suits and hats."", ""A man photographs a woman in a pink dress and a throng of men in suits."", ""Man taking a photograph of a well dressed group of teens.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_125,10404007.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10404007.jpg,train,Young white boy on a grassy area with a sad expression on his face.,,"[""Young white boy on a grassy area with a sad expression on his face."", ""A baby boy crying standing on a field of grass."", ""A toddler is walking in on a grassy knoll."", ""A blond toddler walks in a field."", ""A child walks in a grassy field.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_126,1040426962.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1040426962.jpg,train,A man is cooking what appears to be green beans in a grill basket on a grill with a yellow lab standing by him while someone takes a picture from above.,,"[""A man is cooking what appears to be green beans in a grill basket on a grill with a yellow lab standing by him while someone takes a picture from above."", ""A man and his dog are grilling green beans on a grill."", ""A man grilling vegetables on a patio with his dog."", ""A man and a dog grilling green beans."", ""Guy and his dog cooking outside""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_127,104136873.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104136873.jpg,train,Three people are on a hilltop overlooking a green valley.,,"[""Three people are on a hilltop overlooking a green valley."", ""People sit on the mountainside and check out the view."", ""Three people rest on a ledge above the moutains."", ""Three people hang out on top of a big hill."", ""Three people overlook a green valley.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_128,104180524.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104180524.jpg,train,A group of tourists is crossing a bridge that connects a walking path to a trail of nature.,,"[""A group of tourists is crossing a bridge that connects a walking path to a trail of nature."", ""Many people cross a very tall footbridge with a tree-covered hill in the background."", ""This shows a group of people walking over an arched red bridge."", ""People cross a large bridge to get over the body of water."", ""People walking over a white and red bridge over a pond.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_129,1042020065.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1042020065.jpg,train,A young boy wearing a jersey looks down over a ledge at many boats in the water.,,"[""A young boy wearing a jersey looks down over a ledge at many boats in the water."", ""A boy looks over a railing at the many boats and rafts below in the water."", ""A boy in a green shirt is looking down at many inflatable boats."", ""A young boy overlooking a crowd of inflatable boats."", ""A boy in a green shirt watches kayakers.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_130,1042359076.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1042359076.jpg,train,A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.,,"[""A older man holds an object and is looking at two young girls that sit across from him at a table that is outside."", ""Two little girls and an old man have a conversation."", ""An old man is telling two girls something."", ""Two girls and a man were peeling corn."", ""Two young girls listen to an elder.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_131,1042590306.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1042590306.jpg,train,A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on.,,"[""A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on."", ""Guy in blue shirt biting hand of girl in black striped jacket while another guy watches"", ""Asian man and blond woman holding hands outdoors, man in background watches."", ""A man and woman pose for the camera while another man looks on."", ""A multiracial couple posing for a picture""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_132,104285082.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104285082.jpg,train,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on.,,"[""A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on."", ""An older man with gray hair is sitting in a chair playing a large instrument made of bamboo."", ""Gray-haired man in dress shirt plays the bassoon while reading sheet music from a stand"", ""A gray-haired man sitting in a chair playing a wind instrument among other musicians."", ""A man playing a musical instrument.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_133,1043819504.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1043819504.jpg,test,"A group of 11 people in winter wear such as beanies, skiing jackets, gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them.",,"[""A group of 11 people in winter wear such as beanies, skiing jackets, gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them."", ""A group of people wearing snowshoes, and dressed for winter hiking, is standing in front of a building that looks like it's made of blocks of ice."", ""The people are quietly listening while the story of the ice cabin was explained to them."", ""A group of people standing in front of an igloo."", ""Several students waiting outside an igloo.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_134,1043910339.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1043910339.jpg,test,"A baseball player in red leaps into the air to avoid a player in blue, who is shortly behind him as he catches the ball, while other blue team members look on in the background.",,"[""A baseball player in red leaps into the air to avoid a player in blue, who is shortly behind him as he catches the ball, while other blue team members look on in the background."", ""A boy in a red uniform is attempting to avoid getting out at home plate, while the catcher in the blue uniform is attempting to catch him."", ""A baseball player coming into home plate with knee held high and the catcher right in front of him waiting for the ball."", ""A baseball player attempting to score a run before the catcher tags the player out."", ""A baseball catcher trying to tag a base runner in a baseball game.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_135,1044434135.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1044434135.jpg,train,A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street.,,"[""A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street."", ""This photo takes place in a busy street in an Asian city where people are riding bikes and walking."", ""A very bus street is shown with Asian people all around walking and riding bicycles."", ""A man in a white shirt rides a bicycle on a busy street."", ""An Asian man riding a bike in the road.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_136,1044764620.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1044764620.jpg,train,A man on a ladder is painting a brick wall in a warehouse.,,"[""A man on a ladder is painting a brick wall in a warehouse."", ""A man is standing on a ladder painting bricks"", ""A construction site with building material."", ""Man painting a brick wall on a ladder."", ""A man is panting a piece of wood.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_137,1044798682.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1044798682.jpg,test,A man wearing a hat and a white shirt is cleaning windows.,,"[""A man wearing a hat and a white shirt is cleaning windows."", ""A man in a white shirt stands high up on scaffolding"", ""A man stands on boards on top of a huge ladder."", ""Man works on top of scaffolding."", ""A guy works on a building.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_138,1045124251.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1045124251.jpg,train,A blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train.,,"[""A blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train."", ""A blond man wearing glasses is sitting in the train looking down at something."", ""White man with glasses sitting next to another man who has earphones in."", ""A 30 somethings man playing with his phone on a subway train."", ""Two guys are riding on a subway, both wearing glasses.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_139,1045309098.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1045309098.jpg,train,Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street.,,"[""Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street."", ""Woman crossing the street at a crosswalk with multiple bags in her hands."", ""A girl with numerous bags walks on a crosswalk along with other people."", ""Two women are walking in a crosswalk with a bus in the background."", ""Two women walking through a crosswalk.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_140,10459869.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10459869.jpg,train,Several asian people are eating together around a table.,,"[""Several asian people are eating together around a table."", ""A group of people eating Chinese food in a restaurant."", ""Six people are sitting at a table eating food."", ""A group of people are eating noddles."", ""Several Asians eat food outdoors.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_141,104669470.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104669470.jpg,train,A woman with flowers in her hair balances a large bowl of assorted fruits on her head.,,"[""A woman with flowers in her hair balances a large bowl of assorted fruits on her head."", ""A dark woman carrying a large bowl of pineapples, bananas and papayas on her head."", ""A woman with flowers in her hair balances a large bowl of fruit on her head."", ""A woman is carrying a bowl full of fruit on her head near the ocean side."", ""A woman is balancing a big bowl of fruit in front of the ocean.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_142,104700891.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104700891.jpg,train,A man wearing a gray jacket and blue work pants is standing in a hole in the ground,,"[""A man wearing a gray jacket and blue work pants is standing in a hole in the ground"", ""A man in a blue hat stands near a shovel in a deep hole."", ""A man in a whole next to a septic tank."", ""A guy wearing blue in a hole."", ""A man stands in a hole.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_143,104763189.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104763189.jpg,train,A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field.,,"[""A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field."", ""Four children are smiling as they pose together with a bicycle that is much too big for them."", ""An African American child is supported by his three peers while riding his bicycle."", ""Four children are smiling and playing on a bike"", ""Boys all outside around a big bike.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_144,1047921035.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1047921035.jpg,train,"A man in a bandanna and a dirty t-shirt, and a woman in a graphic t-shirt, are standing next to a oblong hole with smoke coming out.",,"[""A man in a bandanna and a dirty t-shirt, and a woman in a graphic t-shirt, are standing next to a oblong hole with smoke coming out."", ""The man, who is wearing the handkerchief, is performing a task with the tub while the woman watches."", ""Two individuals, a male and a female, standing in a forested area around a tub."", ""Two people, one man and one women in the woods putting something in a tub."", ""Steam rises from a large outdoor vat as two workers look on.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_145,104816788.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104816788.jpg,train,"This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger, her feet or her sleepy smile.",,"[""This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger, her feet or her sleepy smile."", ""A sleeping baby is in someone's arms and wearing a pink striped outfit"", ""A sleeping baby in a pink striped outfit."", ""A little baby cradled in someones arms."", ""A little baby is wearing purple pants.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_146,104824673.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104824673.jpg,train,An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance.,,"[""An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance."", ""An African native gazes into the camera donning a hat of two corn cobs and necklaces of shells and beads."", ""A member of an African tribe is watching the camera intently in tribal dress."", ""An African woman with piercings, lots of necklaces and corn on her head."", ""A person is wearing a lot of jewelry with corn on his or her head.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_147,104835889.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/104835889.jpg,train,A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat.,,"[""A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat."", ""A man in a black martial arts suit unsheathes a sword on a training mat in a field."", ""A guy with a sword and traditional fighting gear is getting ready for a fight."", ""A man in black wields a sword in front of rolling, green hills."", ""One man dressed in black doing karate in a green field.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_148,1048710776.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1048710776.jpg,train,A couple of several people sitting on a ledge overlooking the beach,,"[""A couple of several people sitting on a ledge overlooking the beach"", ""Several young people sitting on a rail above a crowded beach."", ""A group of people sit on a wall at the beach."", ""A group of teens sit on a wall by a beach."", ""Crowd of people at the beach.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_149,1049955899.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1049955899.jpg,train,"A group of men and women are hiking through a dried up river bed littered with large rocks, which runs between two rocky walls in a dense green forest.",,"[""A group of men and women are hiking through a dried up river bed littered with large rocks, which runs between two rocky walls in a dense green forest."", ""Five hikers, one facing towards the camera and the others facing away from it, are walking through a rocky riverbed."", ""Hikers treks upward through the creek bed, stopping to catch their breath and enjoy the cool, green scenery."", ""A group of hikers traveling along a rock strewn creek bed."", ""Two women and three men are hiking along a rocky stream.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_150,105077209.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/105077209.jpg,train,A man with a badge is standing on a wood floor next to a structure.,,"[""A man with a badge is standing on a wood floor next to a structure."", ""A security guard stands by a metal, lighted sculpture."", ""A white-haired man in a suit stands in an empty room."", ""A security guard on watch duty at the museum."", ""Security guard at a art museum.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_151,1051205546.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1051205546.jpg,train,Two women in colorful dresses are sweeping water out of the street while a man watches.,,"[""Two women in colorful dresses are sweeping water out of the street while a man watches."", ""Two women, one in green and the other in purple, washing a sidewalk."", ""Two Indian women in saris are bending over a wet street."", ""Two women in colorful clothing are cleaning the road."", ""Two woman are sweeping a street.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_152,1051290485.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1051290485.jpg,train,"Two separate women, one wearing a white top and black pants, the other wearing all black and a pair of pink flip-flops, kneel on a gray brick sidewalk path in front of green and red bushes.",,"[""Two separate women, one wearing a white top and black pants, the other wearing all black and a pair of pink flip-flops, kneel on a gray brick sidewalk path in front of green and red bushes."", ""Two women squatting on the sidewalk looking at plants, one in black shirt, shorts and pink sandals, the other in a white shirt, black shorts talking on a cellphone."", ""A little girl is looking at some plants while another is on the phone in the background."", ""Two girls crouch in front of some bushes and talk on their phones."", ""Two girls crouch in front of a garden of small shrubbery.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_153,1051953669.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1051953669.jpg,train,A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house,,"[""A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house"", ""A little girl wearing a dress walks across a green lawn on a summer day with a home and trees in the background."", ""A child in a dress runs through the yard with a miniature orange soccer ball in her hand."", ""A little girl stands in a backyard, holding a toy and looking into the camera."", ""This little girl is enjoying the spring weather after the long winter break.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_154,105223874.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/105223874.jpg,train,A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor.,,"[""A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor."", ""A black-haired child in a blue outfit is playing with a toy outside on a tile floor."", ""A little boy with a blue shirt on sitting on the ground playing with legos."", ""A young child playing with a toy while laying on the floor."", ""A little boy playing with his toy.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_155,1052358063.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1052358063.jpg,train,A little boy skateboarder is doing a trick on his board while another young skateboarder watches.,,"[""A little boy skateboarder is doing a trick on his board while another young skateboarder watches."", ""A child is performing a skateboard trick while another child with a skateboard leans on a wall."", ""A boy takes a jump on his skateboard while another boy with a skateboard watches."", ""A young boy skateboarder jumping on a platform on a skateboard."", ""Two skateboarders.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_156,1053116826.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1053116826.jpg,train,"Two little children, one boy and one girl, laugh as they sit on the grass.",,"[""Two little children, one boy and one girl, laugh as they sit on the grass."", ""A little boy and a girl sitting down in the grass having fun."", ""A young boy and a young girl sitting in the grass laughing."", ""Two children smiling and sitting on grass."", ""Two kids are laughing in the grass.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_157,1053243591.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1053243591.jpg,train,"Young woman holding a bottle, reaching out from a bench to shake a man's hand.",,"[""Young woman holding a bottle, reaching out from a bench to shake a man's hand."", ""A man shaking the hand of a woman in an orange shirt sitting on a bench."", ""A man shaking the hand of a teenager sitting on a bench."", ""A woman having a drink is shaking hands with someone."", ""A young girl in a orange shirt shaking a hand.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_158,105335409.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/105335409.jpg,train,Man talking on a microphone and a crowd of people in front of him.,,"[""Man talking on a microphone and a crowd of people in front of him."", ""A trolley driver is telling people to move off of the street."", ""A mass transit person making an announcement."", ""A driver communicating on his walkie talkie."", ""A man in a vehicle behind a family crowd""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_159,105342180.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/105342180.jpg,train,"A girl paddling down a large river, as seen from behind her.",,"[""A girl paddling down a large river, as seen from behind her."", ""A woman with a paddle sits in a boat on the water."", ""A woman paddles a boat down a river."", ""A woman kayaking down a river."", ""A woman with a paddle.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_160,1053804096.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1053804096.jpg,train,A girl with pigtails is playing in the ocean by the beach.,,"[""A girl with pigtails is playing in the ocean by the beach."", ""A girl in pigtails splashes in the shallow water."", ""A young girl in pigtails plays in the water."", ""A girl with pigtails plays in the water."", ""A girls plays in the surf.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_161,1054620089.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1054620089.jpg,val,A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street.,,"[""A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street."", ""A lady in a red coat, holding a bluish hand bag likely of asian descent, jumping off the ground for a snapshot."", ""A woman in a red jacket, with a blue and gold handbag is jumping while smiling on a cobblestone street."", ""A woman wearing a red coat is jumping outdoors."", ""Girl in red jumping for joy.""]",Vishva007/Flickr-Dataset-1k,train
