caption_index,video_id,sport,caption_id,caption
615,video8859,basketball,15,men play basketball on a court
616,video8859,basketball,16,people are playing basketball
617,video8859,basketball,17,scene from a basketball game
618,video8859,basketball,18,the player dunks on the other man
619,video8859,basketball,19,scene from a basketball game
620,video8881,basketball,0,a basket ball player is laughing
621,video8881,basketball,1,a commentator is showing the height of a basketball backboard
622,video8881,basketball,2,a man describing a dunking contest record
623,video8881,basketball,3,a man is doing some scientific calculations on how to break shaq s record
624,video8881,basketball,4,a man narrates something about basketball while a video plays showing a basketball hoop
625,video8881,basketball,5,a person explaining a basketball competition rules
626,video8881,basketball,6,a sports science video about basketball
627,video8881,basketball,7,a video that shows descriptions of basketball facts
628,video8881,basketball,8,an announcer describes how difficult it is to shoot and beat shaq s records
629,video8881,basketball,9,basketball player attempts to break shaqs jump record
630,video8881,basketball,10,basketball players are getting ready to play basketball
631,video8881,basketball,11,footage from the sports science show
632,video8881,basketball,12,illustrations are shown on a basketball backboard showing how high someone will need to jump to break a record
633,video8881,basketball,13,man talking about breaking shaq s record
634,video8881,basketball,14,narrator discussing the height above a basketball hoop needed to break shaq s dunk record
635,video8881,basketball,15,people are talking about the height of a basketball rim
636,video8881,basketball,16,scene from a reality tv show
637,video8881,basketball,17,sports science basketball
638,video8881,basketball,18,the camera is rotating around a basketball hoop
639,video8881,basketball,19,a man is doing some scientific calculations on how to break shaq s record
640,video9650,basketball,0,a athlete testing his jump on a backboard
641,video9650,basketball,1,a basketball court is shown
642,video9650,basketball,2,a basketball player demonstrating that he can jump higher than the net
643,video9650,basketball,3,a basketball player in a video game jumps high
644,video9650,basketball,4,a basketball player jumping to touch to top of the backboard
645,video9650,basketball,5,a basketball player jumping
646,video9650,basketball,6,a basketball player leaps and touches the top of the backboard
647,video9650,basketball,7,a basketball player shoots a layup
648,video9650,basketball,8,a basketball playing showing his dunking skills
649,video9650,basketball,9,a man is jumping and reaching up high
650,video9650,basketball,10,a man is jumping and touching a basket ball post in a basket ball court
651,video9650,basketball,11,a man is playing basketball
652,video9650,basketball,12,a man jumping and touching the upper side of a backboard
653,video9650,basketball,13,a man jumps clear to the top of the board behind a basketball hoop
654,video9650,basketball,14,a man on a basketball court running and jumping to touch the backboard to the basketball hoop
655,video9650,basketball,15,a professional basketball player shooting hoops in a basketball court
656,video9650,basketball,16,dwight howard almost touches the top of the backboard
657,video9650,basketball,17,a basketball playing showing his dunking skills
658,video9650,basketball,18,a basketball player leaps and touches the top of the backboard
659,video9650,basketball,19,a man jumps clear to the top of the board behind a basketball hoop
660,video1103,soccer,0,a man cooking food
661,video1103,soccer,1,a man is playing soccer
662,video1103,soccer,2,a man missing a goal in soccer with his team mate assisting and making the goal
663,video1103,soccer,3,a professional soccer game with music playing in the background
664,video1103,soccer,4,a professional soccer game
665,video1103,soccer,5,a soccer player kicks a goal
666,video1103,soccer,6,a soccer player making a goal in a soccer game
667,video1103,soccer,7,a soccer player scores a goal
668,video1103,soccer,8,cheer leaders are entertaining audience
669,video1103,soccer,9,compilation of popular soccer clips
670,video1103,soccer,10,it is about a football match and scoring a goal
671,video1103,soccer,11,men are playing professional soccer
672,video1103,soccer,12,men play soccer on a field
673,video1103,soccer,13,people are playing soccer
674,video1103,soccer,14,people are playing sports
675,video1103,soccer,15,soccor match goal scoring
676,video1103,soccer,16,some people are playing soccer
677,video1103,soccer,17,two teams playing soccer
678,video1103,soccer,18,a soccer player making a goal in a soccer game
679,video1103,soccer,19,a professional soccer game
680,video1241,soccer,0,a game of soccer is being played
681,video1241,soccer,1,a group of girls is playing soccer game
682,video1241,soccer,2,a replay of a penalty kick during a soccer match
683,video1241,soccer,3,a soccer player heads the ball in a video game
684,video1241,soccer,4,a soccer player rushes for the ball
685,video1241,soccer,5,a woman soccer game in fifa tv
686,video1241,soccer,6,a women s soccer game is being played
687,video1241,soccer,7,highlights from a soccer game
688,video1241,soccer,8,penalty shot in a soccer match
689,video1241,soccer,9,people are playing soccer
690,video1241,soccer,10,people are playing sports
691,video1241,soccer,11,soccer players on the field during a match
692,video1241,soccer,12,someone scores a goal in soccer
693,video1241,soccer,13,the game is being played up and down the field
694,video1241,soccer,14,two teams of women playing soccer on a field
695,video1241,soccer,15,two teams playing a game of soccer as the crowd cheers
696,video1241,soccer,16,women are playing soccer
697,video1241,soccer,17,women are playing soccer
698,video1241,soccer,18,women play an international soccer match
699,video1241,soccer,19,young women are playing soccer
700,video1327,soccer,0,a clip of a soccer match
701,video1327,soccer,1,a group of men are playing soccer
702,video1327,soccer,2,a male soccer game
703,video1327,soccer,3,a soccer player kicks the ball
704,video1327,soccer,4,a soccer player misses the goal
705,video1327,soccer,5,a team missed the golf
706,video1327,soccer,6,one of the soccer players almost gets a goal
707,video1327,soccer,7,people are performing at a soccer game
708,video1327,soccer,8,people are playing soccer
709,video1327,soccer,9,scene from a football match
710,video1327,soccer,10,scenes from a soccer game
711,video1327,soccer,11,they are playing foot ball
712,video1327,soccer,12,two teams are playing soccer
713,video1327,soccer,13,two teams play a soccer game
714,video1327,soccer,14,two teams playing a game of soccer (football)
715,video1327,soccer,15,two teams playing soccer
716,video1327,soccer,16,video of a soccer player making an amazing play
717,video1327,soccer,17,women are playing soccer outside
718,video1327,soccer,18,people are performing at a soccer game
719,video1327,soccer,19,scenes from a soccer game
720,video1734,soccer,0,a football match is going on
721,video1734,soccer,1,a man scores a goal in soccer and celebrates
722,video1734,soccer,2,a player is putting a goal from long distance in a football game
723,video1734,soccer,3,a soccer game is being played
724,video1734,soccer,4,a soccer player celebrates a goal
725,video1734,soccer,5,amazing soccer plays caught on video
726,video1734,soccer,6,people are playing sports in the ground
727,video1734,soccer,7,people cheer after guy makes goal
728,video1734,soccer,8,people playing soccer and cheering
729,video1734,soccer,9,soccer highlights of a mens soccer game
730,video1734,soccer,10,soccer highlights play with a song playing in the background
731,video1734,soccer,11,soccer players celebrating wins
732,video1734,soccer,12,sports highlights are displayed
733,video1734,soccer,13,teams are playing soccer on the field
734,video1734,soccer,14,the crowd cheers as soccer players work hard to gain control of the ball
735,video1734,soccer,15,the crows cheers as the player makes a goal
736,video1734,soccer,16,the football player are made a goal
737,video1734,soccer,17,various clips of a soccer game showing excellent ball handing skills
738,video1734,soccer,18,the football player are made a goal
739,video1734,soccer,19,a player is putting a goal from long distance in a football game
740,video2347,soccer,0,a female soccer goalie being interviewed by the press
741,video2347,soccer,1,a female soccer player talks about dedication
742,video2347,soccer,2,a goal keeper interview to media
743,video2347,soccer,3,a goal keeper is giving an interview
744,video2347,soccer,4,a person is explaining something
745,video2347,soccer,5,a soccer goaltender discusses why she enjoys the sport
746,video2347,soccer,6,a woman is speaking into a microphone
747,video2347,soccer,7,a woman is talking about playing soccer into a microphone
748,video2347,soccer,8,a woman is talking about sport
749,video2347,soccer,9,a woman kicks a soccer ball
750,video2347,soccer,10,a woman player is talking to a reporter
751,video2347,soccer,11,a woman talks
752,video2347,soccer,12,soccer players being interviewed on the news
753,video2347,soccer,13,the news interviewing an athlete
754,video2347,soccer,14,us female goalkeeper is being interviewed
755,video2347,soccer,15,woman being interviewed
756,video2347,soccer,16,woman being interviewed
757,video2347,soccer,17,woman speaking into microphone
758,video2347,soccer,18,women giving interview
759,video2347,soccer,19,the news interviewing an athlete
760,video247,soccer,0,a man kicks a ball
761,video247,soccer,1,a player is putting a goal with his head in a football game
762,video247,soccer,2,a professional soccer player makes a goal
763,video247,soccer,3,a replay of a soccer game
764,video247,soccer,4,a soccer game is taking place
765,video247,soccer,5,a soccer player is scoring a goal
766,video247,soccer,6,a soccer player kicks a goal
767,video247,soccer,7,a soccer player scores a goal
768,video247,soccer,8,a women is kicking a goal in soccer
769,video247,soccer,9,clips of women playing soccer
770,video247,soccer,10,men are playing professional soccer
771,video247,soccer,11,people are playing soccer
772,video247,soccer,12,soccer mach between barcelona and spain
773,video247,soccer,13,the football match is going on and one person make the gaol
774,video247,soccer,14,the soccer game has two female teams
775,video247,soccer,15,these are highlights from a barcelona football match
776,video247,soccer,16,video of a soccer player kicking in a goal
777,video247,soccer,17,women are playing in a soccer match
778,video247,soccer,18,women scoring goals during a soccer match
779,video247,soccer,19,clips of women playing soccer
780,video2545,soccer,0,a car flips in the air after a crash
781,video2545,soccer,1,a car is doing doughnuts
782,video2545,soccer,2,a man is playing soccer
783,video2545,soccer,3,a montage of sports highlights
784,video2545,soccer,4,a play from a soccer game is shown followed by a car with hydraulics
785,video2545,soccer,5,a soccer game is being played
786,video2545,soccer,6,a soccer player kicks a goal
787,video2545,soccer,7,a soccer player making a nice pass
788,video2545,soccer,8,a vine video of some sporting events
789,video2545,soccer,9,football players pass the ball to each other
790,video2545,soccer,10,people are playing soccer
791,video2545,soccer,11,people are playing sports
792,video2545,soccer,12,plays of different sports show with music in the background
793,video2545,soccer,13,soccer players playing soccer
794,video2545,soccer,14,soccer players score a goal
795,video2545,soccer,15,sports are being played
796,video2545,soccer,16,team playing soccer one player scores
797,video2545,soccer,17,video clips of soccer and low rider car
798,video2545,soccer,18,vine compilation of sport and automobile videos set to music
799,video2545,soccer,19,vine of a soccer clip and a clip of cars
800,video2586,soccer,0,a group of soccer fans cheer while watching a game
801,video2586,soccer,1,a large crowd watches a soccer match
802,video2586,soccer,2,a man is speaking to a reporter
803,video2586,soccer,3,a man kicks a soccer ball
804,video2586,soccer,4,a video from a soccer match
805,video2586,soccer,5,children playing soccer and celebrating making a goal
806,video2586,soccer,6,fans cheer for a soccer game
807,video2586,soccer,7,goals are missing two times in a football match
808,video2586,soccer,8,in a food ball game a man put a goal
809,video2586,soccer,9,japan scores in women s soccer match
810,video2586,soccer,10,japan versus the netherlands playing soccer out on the soccerfield
811,video2586,soccer,11,japan vs usa soccer match
812,video2586,soccer,12,people are playing soccer
813,video2586,soccer,13,people are watching a soccer game
814,video2586,soccer,14,people are watching a sports game
815,video2586,soccer,15,scene from a soccer match
816,video2586,soccer,16,soccer match with japan
817,video2586,soccer,17,two soccer teams are playing in a large stadium with many people watching
818,video2586,soccer,18,two teams are playing soccer
819,video2586,soccer,19,woman are playing professional soccer
820,video302,soccer,0,a man in a black uniform and bright orange tennis shoes kicks a soccer ball into a goal
821,video302,soccer,1,people practising volley ball game in the play ground
822,video302,soccer,2,several men are kicking a soccer ball through a goalpost outdoors
823,video302,soccer,3,several men in all black kick a soccer ball in to the goal
824,video302,soccer,4,goals are being smashed into the net and finally the goalie is down to earth
825,video302,soccer,5,a man hitting a ball and he fallen
826,video302,soccer,6,a man is centered in front of a white soccer net on a green field while other men take turns kicking colorful balls toward him
827,video302,soccer,7,soccer players taking practice shots into a goal with a goalie
828,video302,soccer,8,men kick a soccer ball at a goal tender who has his back turned to them
829,video302,soccer,9,a black dress man forcefully hits the ball in the ground
830,video302,soccer,10,some football players practicing to goal on a green ground
831,video302,soccer,11,a man is kicking a soccerball into a large net on a field of grass
832,video302,soccer,12,players taking turns and hitting ball into goal post
833,video302,soccer,13,a man is playing a football game on green land
834,video302,soccer,14,a guy in all black shoots the soccer ball into the goal while another white guys does it and they all get it knocking down the goalie
835,video302,soccer,15,a man kicks multiple soccer balls at a goalie
836,video302,soccer,16,some player are trying to goal by colorful foot ball where a goal keeper is standing to save the goal
837,video302,soccer,17,several people are kicking soccer balls at a person who is standing in front of the goal
838,video302,soccer,18,man in black shirt is shooting the ball on training
839,video302,soccer,19,some men practicing soccer trying to make goals
840,video3160,soccer,0,a clip from a football match
841,video3160,soccer,1,a clip showing a soccer game
842,video3160,soccer,2,a group of soccer players run on the field
843,video3160,soccer,3,a man is playing soccre
844,video3160,soccer,4,a man talking while others play soccer
845,video3160,soccer,5,a soccer goalie is dressed in all black
846,video3160,soccer,6,a soccer player walking from the sidelines where the coach is shown and replay footage
847,video3160,soccer,7,a soccer team is playing a game
848,video3160,soccer,8,a star of a professional soccer team is being shown
849,video3160,soccer,9,athletes perform at a soccer match
850,video3160,soccer,10,football match is going on in the ground
851,video3160,soccer,11,manchester united plays soccer
852,video3160,soccer,12,men are watching a soccer game
853,video3160,soccer,13,players on a field are playing soccer
854,video3160,soccer,14,scene from a soccer game
855,video3160,soccer,15,some of the soccer players are sitting on a bench
856,video3160,soccer,16,someine is making something from paper
857,video3160,soccer,17,team wearing red is playing soccer with team wearing white
858,video3160,soccer,18,tv video of a soccer game
859,video3160,soccer,19,a star of a professional soccer team is being shown
860,video3396,soccer,0,two teams playing rugby game and people watching the same
861,video3396,soccer,1,all persons are playing a ruby game in a ground
862,video3396,soccer,2,a man in black jersey running with a ball
863,video3396,soccer,3,a rugby play is shown where a man is tackled to the ground
864,video3396,soccer,4,a sports announcer explains plays and official calls made during a rugby game
865,video3396,soccer,5,the stout player moves with ball and is beaten by the opponents in the rugby
866,video3396,soccer,6,more players are playing ball
867,video3396,soccer,7,the rugby match clashes between the men players are seen
868,video3396,soccer,8,a rugby player continues to score a try even though two opponents attempt to take him down
869,video3396,soccer,9,a soccer player in a white uniform runs toward a player in a black uniform falls to his knees
870,video3396,soccer,10,two australian rules football teams competing on the field against each other
871,video3396,soccer,11,its championship trophy where the players who win game get trophy
872,video3396,soccer,12,a replay from a men s rugby match on tv
873,video3396,soccer,13,a male voice over describes a soccer game between england and new zealand as it is being played
874,video3396,soccer,14,two teams playing rugby on a green ground with one wearing white and other wearing black jersey
875,video3396,soccer,15,a couple of teams playing a game of soccer on a lush green field
876,video3396,soccer,16,the player in white is falling on the grass to catch the ball
877,video3396,soccer,17,a sports announcer describes a play in which a player struggles to pull an opponent toward the goal line and succeeds
878,video3396,soccer,18,a group of young men play an exciting game of rugby
879,video3396,soccer,19,two teams are playing rugby a man runs the ball and just makes it across the line with other trying to take him down
880,video341,soccer,0,a hockey player scores a goal
881,video341,soccer,1,a man plays sports
882,video341,soccer,2,a montage of sporting events is presented
883,video341,soccer,3,a montage of video clips showcasing sports highlights
884,video341,soccer,4,a person is playing a sport
885,video341,soccer,5,a person shoots the puck through the goal
886,video341,soccer,6,a swedish player scores a goal in icehockey
887,video341,soccer,7,a variety of short sports videos
888,video341,soccer,8,a video compilation of different sports
889,video341,soccer,9,advertisement for football show subscription on face book
890,video341,soccer,10,athletes are playing different sports
891,video341,soccer,11,different types of players are playing
892,video341,soccer,12,people are playing sports
893,video341,soccer,13,players are playing hockey in the stadium
894,video341,soccer,14,soccer players playing soccer
895,video341,soccer,15,sport vine clips of soccer hockey and basketball
896,video341,soccer,16,sports are being played
897,video341,soccer,17,the goalie blew the save
898,video341,soccer,18,these are clips of various sports highlights edited together with hip-hop music
899,video341,soccer,19,video of athletes performing amazing plays
900,video3410,soccer,0,the players wearing green and white t-shirts playing the ball in the grassland
901,video3410,soccer,1,two soccer teams pass and kick the ball down a grassy field
902,video3410,soccer,2,the two teams playing some game in the ground
903,video3410,soccer,3,a man in black running with a ball
904,video3410,soccer,4,a man in white tshirt is walking on the ground
905,video3410,soccer,5,there is a man is running with a ball
906,video3410,soccer,6,people are outside playing in a soccer game
907,video3410,soccer,7,in a groundmany players play hand ball match
908,video3410,soccer,8,in black uniforms coordinate when one player catches a football and throws it to a second player who then throws the ball to a third player who runs with the ball over the green field
909,video3410,soccer,9,a black dress players and green dress players were playing foot ball
910,video3410,soccer,10,soccer teams are playing soccer with crowds watching
911,video3410,soccer,11,players passing ball and running to score a point in a ruby match
912,video3410,soccer,12,on a soccer field a team of black players vs green players are playing a game of soccer
913,video3410,soccer,13,rugby players play a game of rugby against one another
914,video3410,soccer,14,man in blue shorts is having a training on the grass
915,video3410,soccer,15,a yellow and blue color dress players playing game inside stadium running and catching ball dashing audience watching displaying on screen
916,video3410,soccer,16,there is a rugby team in black at the beginning then it shows the same game from a different camera angle
917,video3410,soccer,17,a foot-ball match is being played and the players are very energetic in the field
918,video3410,soccer,18,enthusiastic male soccer players in green uniforms battle for the ball
919,video3410,soccer,19,what not to do in a soccer game
920,video3540,soccer,0,a football player is making a goal into the goal post
921,video3540,soccer,1,a soccer player kicks a goal
922,video3540,soccer,2,a soccer player makes an amazing goal
923,video3540,soccer,3,a soccer player scored a goal in a soccer game
924,video3540,soccer,4,a soccer player scores a goal
925,video3540,soccer,5,a soccer player scores a goal
926,video3540,soccer,6,footage of a soccer player scoring a goal
927,video3540,soccer,7,men are playing soccer
928,video3540,soccer,8,men are playing soccer in a professional match
929,video3540,soccer,9,men celebrating after soccer goal
930,video3540,soccer,10,music plays over a soccer game
931,video3540,soccer,11,number 10 scored a goal
932,video3540,soccer,12,people are playing soccer while music plays
933,video3540,soccer,13,people are playing soccer
934,video3540,soccer,14,soccer clip of a people scoring and their celebrations
935,video3540,soccer,15,sports highlights are displayed
936,video3540,soccer,16,the team celebrates a win
937,video3540,soccer,17,there are a group of men playing soccer and a goal was scored
938,video3540,soccer,18,men are playing soccer
939,video3540,soccer,19,men are playing soccer in a professional match
940,video4158,soccer,0,a man heads a soccer ball
941,video4158,soccer,1,a man is playing soccer
942,video4158,soccer,2,a man misses goal with his head
943,video4158,soccer,3,a soccer montage video
944,video4158,soccer,4,a soccer player celebrates
945,video4158,soccer,5,a soccer player is celebrating on the field
946,video4158,soccer,6,a soccer player kicks a goal
947,video4158,soccer,7,a soccer player running around on the field
948,video4158,soccer,8,a team is playing soccer
949,video4158,soccer,9,it is about football match and scoring a goal
950,video4158,soccer,10,its a football show
951,video4158,soccer,11,men are playing ball
952,video4158,soccer,12,scene from a soccer game
953,video4158,soccer,13,soccer game highlights are showcased
954,video4158,soccer,14,soccer player luis suarez s goal is being highlighted
955,video4158,soccer,15,soccer players run across a field and point in victory1
956,video4158,soccer,16,superb goal shots of football matches
957,video4158,soccer,17,the player heads in the goal
958,video4158,soccer,18,there are different clips of a soccer game set to music
959,video4158,soccer,19,there is a professional soccer game
960,video5435,soccer,0,there is a man is doing some tricks with ball
961,video5435,soccer,1,there is a man is doing some tricks with football
962,video5435,soccer,2,there is a red tshirt guy is kicking a ball
963,video5435,soccer,3,two soccer players wearing red and black advertise their social media platforms
964,video5435,soccer,4,men demonstrate different soccer strategies like how to kick a soccer ball
965,video5435,soccer,5,different videos of men engaged in sundry activities like playing running etc
966,video5435,soccer,6,sportsmen are training then they ask for a youtube channel subscription
967,video5435,soccer,7,a man kicks a soccer ball into a goal and another balances one on his head
968,video5435,soccer,8,three rectangles with people in them under the words more videos
969,video5435,soccer,9,a videos are playing in the above screen
970,video5435,soccer,10,two men are running on the grass three images with text are shown
971,video5435,soccer,11,a title card asks the user to subscribe follow them on social media or view more videos
972,video5435,soccer,12,the people are on the grass and having training
973,video5435,soccer,13,boys playing football game inside ground practicing displaying on screen
974,video5435,soccer,14,a compilation of men playing sports from soccer to football on a facebook page
975,video5435,soccer,15,the ending of a sports related video allowing the user to connect via social media
976,video5435,soccer,16,a game channel advertising subscribe to our social media
977,video5435,soccer,17,learn how new soccer tricks from how-to videos with an amateur pro
978,video5435,soccer,18,a competion of flexibilty with multiple contesestants on multimedia
979,video5435,soccer,19,two men are working out on a football field showing their prowess
980,video5503,soccer,0,a girl that s playing soccer claps her hands
981,video5503,soccer,1,a goal keeper is getting ready to defend a goal
982,video5503,soccer,2,a professional soccer game with some commentary
983,video5503,soccer,3,a soccer game is being played
984,video5503,soccer,4,a woman gets a penalty in soccer
985,video5503,soccer,5,a womens soccer game is shown
986,video5503,soccer,6,blonde soccer player stands at sideline clapping for her teammates
987,video5503,soccer,7,highlights of a soccer game
988,video5503,soccer,8,sports highlights are displayed
989,video5503,soccer,9,teams are playing soccer on the field
990,video5503,soccer,10,women s soccer team is playing a game against mexico
991,video5503,soccer,11,the women were playing soccer
992,video5503,soccer,12,the women s football match
993,video5503,soccer,13,there is a soccer game being played
994,video5503,soccer,14,this is a video from a soccer game
995,video5503,soccer,15,two woman soccer teams are playing a important game in the stadium
996,video5503,soccer,16,women play a soccer game
997,video5503,soccer,17,women playing in a soccer match
998,video5503,soccer,18,the women were playing soccer
999,video5503,soccer,19,a professional soccer game with some commentary
1000,video5589,soccer,0,two rugby teams play and the team in the red uniform carries the ball down the ball toward the goal
1001,video5589,soccer,1,two rugby teams tackle one another kick and catch the ball on a grassy field
1002,video5589,soccer,2,two soccer teams playing soccer on a large green soccer field with a sportscastor describing the game
1003,video5589,soccer,3,a team wearing red playing football against guys wearing green
1004,video5589,soccer,4,a sports game where the red team is performing really well one player has ran an exceptionally long distance
1005,video5589,soccer,5,in the stadium the people are engaged in a variet item the stadium inside is green colour
1006,video5589,soccer,6,a team of rugby players in red shirts and white shorts coordinates passing the white ball between four running teammates
1007,video5589,soccer,7,the two teams dressed red and green are rushed in their goal
1008,video5589,soccer,8,two rugby teams play a match in a large stadium in front of a big crowd
1009,video5589,soccer,9,a bunch of men are running across the field playing rugby
1010,video5589,soccer,10,a team of red shirt rugby players compete against a team of green shirt players
1011,video5589,soccer,11,two teams one in red color t-shirt and other in green t shirt are playing basket ball
1012,video5589,soccer,12,a rugby game is showing with a man in red running the field with the ball
1013,video5589,soccer,13,rugby players wearing red shirts pass a ball and the opposing team is wearing green shirts
1014,video5589,soccer,14,group of players in red shirts are celebrating the point
1015,video5589,soccer,15,the players in red are running fast to score point
1016,video5589,soccer,16,superb scoring by the red tea shirt party aims the goal pos very speedily
1017,video5589,soccer,17,a group of young men play a tough game of rugby
1018,video5589,soccer,18,a man catches and runs with a ball as men play soccer on a field in a stadium in red or green uniforms
1019,video5589,soccer,19,commentator has english accent for rugby game played back in 1999
1020,video5929,soccer,0,a couple of soccer teams playing soccer
1021,video5929,soccer,1,a football match
1022,video5929,soccer,2,a person is explaining something
1023,video5929,soccer,3,a professional soccer game is played
1024,video5929,soccer,4,a replay of a soccer game to music
1025,video5929,soccer,5,a soccer match video
1026,video5929,soccer,6,a video of people playing soccer set to music
1027,video5929,soccer,7,footage of a soccer game
1028,video5929,soccer,8,football is playing by men
1029,video5929,soccer,9,people are playing soccer
1030,video5929,soccer,10,people are playing soccer
1031,video5929,soccer,11,people are playing soccer
1032,video5929,soccer,12,people playing soccer
1033,video5929,soccer,13,soccer player score a goal
1034,video5929,soccer,14,soccer teams playing on a field
1035,video5929,soccer,15,this is a clip from a soccer game
1036,video5929,soccer,16,a soccer match video
1037,video5929,soccer,17,a video of people playing soccer set to music
1038,video5929,soccer,18,a person is explaining something
1039,video5929,soccer,19,footage of a soccer game
1040,video5960,soccer,0,a clip of a soccer goal followed by a clip of a soldier coming home
1041,video5960,soccer,1,a soccer player is scoring a goal
1042,video5960,soccer,2,a soccer player kicks a ball high into the air which lands a goal then a soldier hugs a child
1043,video5960,soccer,3,a soccer player makes a dunk
1044,video5960,soccer,4,a soccer player scores a goal and a soldier comes home
1045,video5960,soccer,5,a soccer player scores an incredible goal
1046,video5960,soccer,6,a sports reel shows a soccer player kicking a ball
1047,video5960,soccer,7,athletes are playing in profession sports
1048,video5960,soccer,8,clips of various sporting events and a man reunites with his son
1049,video5960,soccer,9,it is a vine compilation
1050,video5960,soccer,10,people are playing soccer
1051,video5960,soccer,11,people are playing sports
1052,video5960,soccer,12,people are playing sports
1053,video5960,soccer,13,players playing different games
1054,video5960,soccer,14,showing best soccer goals in the tv
1055,video5960,soccer,15,soccer players play on a field and then a little boy see his soldier father and runs to him
1056,video5960,soccer,16,this is a clip about soccer goals
1057,video5960,soccer,17,video of athletes performing amazing plays
1058,video5960,soccer,18,vine videos of sports including soccer and basketball
1059,video5960,soccer,19,people are playing sports
1060,video6066,soccer,0,a clip taken from a soccer game
1061,video6066,soccer,1,a female soccer player just missing a goal and being upset
1062,video6066,soccer,2,a soccer player kicks a goal
1063,video6066,soccer,3,a soccer player misses a goal
1064,video6066,soccer,4,a womans fifa soccer game
1065,video6066,soccer,5,football game showing goal scored
1066,video6066,soccer,6,football match is going on and one team wins
1067,video6066,soccer,7,highlights from girls soccer
1068,video6066,soccer,8,people are playing soccer
1069,video6066,soccer,9,people are watching a soccer match
1070,video6066,soccer,10,players are playing soccer
1071,video6066,soccer,11,soccer game and footage of that
1072,video6066,soccer,12,soccer players are celebrating on the field
1073,video6066,soccer,13,someone is playing a video game
1074,video6066,soccer,14,there are different clips of soccer players on a soccer field
1075,video6066,soccer,15,woman s soccer/football footage from the end of a match
1076,video6066,soccer,16,a womans fifa soccer game
1077,video6066,soccer,17,a female soccer player just missing a goal and being upset
1078,video6066,soccer,18,a clip taken from a soccer game
1079,video6066,soccer,19,someone is playing a video game
1080,video6103,soccer,0,a highlight reel of scores during sporting events is rolling
1081,video6103,soccer,1,a hockey player scores a goal
1082,video6103,soccer,2,a hockey player scores a goal
1083,video6103,soccer,3,a man is running on a soccer field
1084,video6103,soccer,4,a soccer player is running
1085,video6103,soccer,5,interesting sports moments are displaying
1086,video6103,soccer,6,people are playing sports
1087,video6103,soccer,7,people are playing sports
1088,video6103,soccer,8,plays of different sports show with music in the background
1089,video6103,soccer,9,professional athletes celebrating victories
1090,video6103,soccer,10,several athletes making amazing moves in their respective games
1091,video6103,soccer,11,several different songs are played while showing sports highlights
1092,video6103,soccer,12,some clips of sports shown here
1093,video6103,soccer,13,sports are being played
1094,video6103,soccer,14,team are playing hockey
1095,video6103,soccer,15,the baseballer climbs the outfiled wall to make a spectacular catch
1096,video6103,soccer,16,there are various clips of sports and athletes
1097,video6103,soccer,17,video of athletes performing amazing plays
1098,video6103,soccer,18,a man is running on a soccer field
1099,video6103,soccer,19,people are playing sports
1100,video6474,soccer,0,a celebratory video during a soccer match
1101,video6474,soccer,1,a crowd cheering as their team win a soccer game
1102,video6474,soccer,2,a goal has just been scored
1103,video6474,soccer,3,a group of fans are celebrating
1104,video6474,soccer,4,a group of soccer fans celebrate
1105,video6474,soccer,5,athletes and sports fans are celebrating a victory
1106,video6474,soccer,6,fans and players celebrating at a soccer game
1107,video6474,soccer,7,fans celebrate a goal in a soccer game
1108,video6474,soccer,8,fans cheering at a sports event
1109,video6474,soccer,9,players and the announcer celebrate a goal in a soccer game
1110,video6474,soccer,10,footage of fans as a futbol game with commentator
1111,video6474,soccer,11,it shows the enjoyment on scoring a goal in a football match
1112,video6474,soccer,12,people are enjoying the victory celebration in ground
1113,video6474,soccer,13,people celebrating after a goal in soccer
1114,video6474,soccer,14,rejoicing team after the play
1115,video6474,soccer,15,soccer players and fans celebrating a goal
1116,video6474,soccer,16,soccer players are celebrating a goal
1117,video6474,soccer,17,the audience watched the game
1118,video6474,soccer,18,the crowd celebrates the goal
1119,video6474,soccer,19,the crowd in a soccer/football stadium is cheering after a goal is scored
1120,video6632,soccer,0,a couple of soccer teams playing soccer
1121,video6632,soccer,1,a football/soccer blooper video
1122,video6632,soccer,2,a person is explaining something
1123,video6632,soccer,3,a soccer player kicks the ball across the field
1124,video6632,soccer,4,clips of different soccer games
1125,video6632,soccer,5,in football goal was missed twice
1126,video6632,soccer,6,men are playing soccer
1127,video6632,soccer,7,people are playing a soccer game
1128,video6632,soccer,8,people are playing soccer
1129,video6632,soccer,9,people playing soccer
1130,video6632,soccer,10,players are playing soccer
1131,video6632,soccer,11,soccer goal misses are shown
1132,video6632,soccer,12,soccer players missing easy kicks
1133,video6632,soccer,13,soccer players playing soccer
1134,video6632,soccer,14,the men are playing soccer
1135,video6632,soccer,15,two teams play soccer
1136,video6632,soccer,16,clips of different soccer games
1137,video6632,soccer,17,soccer players missing easy kicks
1138,video6632,soccer,18,people playing soccer
1139,video6632,soccer,19,a football/soccer blooper video
1140,video6743,soccer,0,2 players missed to put a goal in football game
1141,video6743,soccer,1,a man is kicking a ball
1142,video6743,soccer,2,a man is talking about soccer
1143,video6743,soccer,3,a miss and a goal in soccer
1144,video6743,soccer,4,a soccer player kicks the ball across the field
1145,video6743,soccer,5,a soccer player misses a shot on an open goal
1146,video6743,soccer,6,a team is playing soccer
1147,video6743,soccer,7,commenting on a soccer game
1148,video6743,soccer,8,footage of a soccer player
