image_id,image_path,caption_1,caption_2,caption_3,caption_4,caption_5
img_00099,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00099.jpg,A boy baseball player in a green and yellow jersey leaps for the ball .,A boy chasing a baseball .,A little boy playing baseball goes for the ball on the ground .,A young boy dives to catch the ball during a baseball game .,The boy in the green and yellow shirt has a glove on and is going towards the ball .
img_00100,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00100.jpg,A group of climbers begin up a sheer rock face .,A group of rock climbers climb a rock wall in a forest .,Many people are climbing the mountain surrounded by pretty green trees .,People at a distance trying to climb a cliff .,"The flat side of a large , rocky mountain ."
img_00101,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00101.jpg,A child sits in a plastic toy car .,A little kid in a toy car .,Small girl riding in play car .,There is a child in a red and yellow toy car .,The small child is sitting in a red and yellow toy car .
img_00102,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00102.jpg,"two girls hold up a card reading "" know what this is "" ?",Two kids smiling and holding a card .,"Two people pose for a picure holding a card that says "" know what this is ? """,Two people smile at the camera while holding a sign .,Two teenage girls hold a card referring to periods as they smile .
img_00103,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00103.jpg,"A dog runs holding a yellow dog toy in fall , bench in the background .",A dog runs with a yellow toy in its mouth .,a tan dog running through the grass with a toy in his mouth .,The brown dog is running through the grass with a yellow toy in its mouth .,The tan colored dog has a yellow toy in its mouth .
img_00104,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00104.jpg,a blond girl in a pink bathing suit running through the sprinklers,A girl in pink runs through a sprinkler .,A girl runs through sprinklers on a lawn .,A little girl in pink in running through a sprinkler .,A little girl wearing a pink dress is running across the grass .
img_00105,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00105.jpg,A child is sliding into a small pool .,A girl in a child 's swimming pool .,a little girl is sliding down a short slide into an inflatable paddling pool .,Girl splashing in kiddie pool,The dark-haired girl is sliding into a white kiddie pool .
img_00106,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00106.jpg,A lone snowboarder wearing a white jacket jumping into the air on the snowy mountains .,A snowboarder flies through the air in front of leafless trees .,a snowboarder gets some air .,A snowboarder in green pants and a white jacket is jumping high in the air .,Someone in green pants is on a white snowboard in the air .
img_00107,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00107.jpg,A boy being pulled on a shovel .,A happy child play in the scoop of a shovel by a chair in a grassy backyard .,A little boy in red flowered shorts is sitting on a shovel .,A little boy smiling and riding in a shovel .,Small boy in red shorts with blue flowers sitting on shovel in the grass near a tan chair .
img_00108,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00108.jpg,A person is standing on a brick ledge taking a picture of something in the distance .,A woman takes a photograph .,A woman with long hair pointing her camera skyward as she stands on a brick wall .,The woman is holding a camera and standing on a brick wall .,Woman standing on a brick wall and taking a picture
img_00109,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00109.jpg,A black dog and a brown dog with a yellow foam soccer ball toy on a grassy field,A brown dog and a black dog playing with a yellow soccer ball .,"Two dogs on a lawn play with a plastic toy , in a distorted photograph .","Two dogs , one brown one black with a yellow toy , black dog has mouth open and brown dog has the toy .",Two dogs run to catch a yellow soccer ball .
img_00110,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00110.jpg,a little girl ends up at the bottom of the slide .,a little girl is just reaching the bottom of a playground slide,A little girl lands at the bottom of a slide .,A young girl reaches the bottom of a slide .,a young girl sliding down a tan plastic slide
img_00111,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00111.jpg,A man dressed in a green jacket is playing piano while a woman sings .,"A man is sitting in front of a harpsichord , and a woman is preparing to sing .",A person playing the piano with a singer nearby .,A pianist and a singer are ready to perform .,The man in the green jacket is playing the piano next to a woman who is by a music stand .
img_00112,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00112.jpg,A big black dog bares its teeth while running through the snow .,A black dog is running through the snow .,A black dog is running through the snow .,A black dog with his mouth open and tongue out runs across an expanse of snow .,Black dog runs through snow .
img_00113,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00113.jpg,A curly haired woman plays the violin .,A red haired woman is holding a violin and boe .,A woman is playing a violin while surrounded by transparent walls and pictures .,A woman playing the violin with posters in the background .,The woman is holding a violin .
img_00114,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00114.jpg,An elderly woman is wearing a pink striped shirt .,an older woman in a pink striped shirt,An older woman with a striped shirt rubbing her chin .,"A woman in a pink striped shirt , with her hand up .",Older lady is appears to be getting ready to cover her mouth .
img_00115,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00115.jpg,a boy carries a teenager on his back .,A boy struggles to carry a girl on his back .,A person wearing a black shirt is getting a piggy-back ride from a person wearing a black t-shirt walkng on a paved path in the woods .,A teenage boy gives another teenage boy a piggy back ride in a forest .,The boy is carrying the other boy .
img_00116,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00116.jpg,a man wears a red bandanna,A man with a head covering .,"An man wearing an Arab scarf , with another man in the background .",A white man in a turban .,Man with facial hair wearing red and white Palestinian style headscarf .
img_00117,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00117.jpg,A grey bird stands majestically on a beach while waves roll in .,A large bird stands in the water on the beach .,A tall bird is standing on the sand beside the ocean .,A water bird standing at the ocean 's edge .,A white crane stands tall as it looks out upon the ocean .
img_00118,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00118.jpg,A boy hanging onto a pole .,A kid in a green shirt playing in the park,A little kid swings on a pole at a playground .,The boy in the green shirt swings with one arm on the silver pole .,The boy is swinging on a pole at the beach .
img_00119,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00119.jpg,a girl wearing pink bounces on a bed,A little girl in a pink leotard is jumping and landing in a straddle split on a blue bed .,A young girl jumping with her mouth open .,Little girl in a pink Hello Kitty shirt is jumping .,The girl in pink does a midair leg splits .
img_00120,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00120.jpg,A boy takes a jump on his skateboard while another boy with a skateboard watches .,A child is performing a skateboard trick while another child with a skateboard leans on a wall .,A little boy skateboarder is doing a trick on his board while another young skateboarder watches .,a young boy skateboarder jumping on a platform on a skateboard .,Two skateboarders .
img_00121,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00121.jpg,A black and white bird eating seeds out of someone 's hand,A black and white bird standing on a hand .,A small bird sits in a person 's hand and eats seeds .,Black and white bird standing on hand of someone holding sunflower seeds,The small bird is clinging to a finger of the hand holding the seeds .
img_00122,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00122.jpg,A guy tries to climb a stone cliff while his friend helps him .,A man in a red shirt climbs a rock while another man stands behind to help him .,A man in a red shirt is learning how to climb a cliff .,A man in brown is helping a man in red climb a rock .,A man wearing a brown sweatshirt helps a man in red climb a rock .
img_00123,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00123.jpg,A bicycle rider flies over a hill while a competitor is not far behind .,A dirt bike racer jumping off a hill with another racer not far behind .,A motocross rider is slightly airborne on a competition circuit jump .,A person is riding a dirt bike in a race on a dirt track .,Dirtbike rider jumps over a hill of a racetrack .
img_00124,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00124.jpg,A crowd is standing and cheering at a football game .,A crowd of people watching a football game with a player wearing red and cheerleaders also wearing red .,A football player is grabbing the ankle of another player who is holding the ball .,An Oklahoma football player is about to score .,The fans at a football game cheer while the player runs towards the endzone .
img_00125,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00125.jpg,An athlete performs the high jump .,A woman athlete launching herself over the bar during a pole vault .,A woman is black is pole vaulting .,A woman pole vaulter upside down as she attempts the vault .,a woman with her feet in the air about to do pole vaulting
img_00126,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00126.jpg,a lone skier jumping on the side of a snowy mountain .,a skier jumps over a gap .,A skier doing a flip while jumping .,The skier does a flip .,The skier does a high flip over snow in the mountains .
img_00127,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00127.jpg,A black and brown dog is jumping on blocks of concrete in the water .,A black dog carefully crosses over some water .,Black dog looking at his reflection in the water .,Black dog near a dock looks into murky water,the black dog jumps on a cinderblock .
img_00128,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00128.jpg,a black dog has caught a bird in its mouth .,A black dog in tall grass with a bird in its mouth .,A black dog standing in a field is holding a bird in his mouth .,"Black retriever stands in the grass , holding a bird in its mouth .",The black dog in the field has something in its mouth .
img_00129,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00129.jpg,A little girl in pajamas runs down a hall with hardwood floors .,A little girl is running down a hardwood floored hallway .,A little girl running down a brighly lit hallway .,A toddler is running down a hallway .,A young girl runs down a hallway with wooden floors .
img_00130,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00130.jpg,A bunch of children sitting in chairs and standing on wooden floors .,"A group of children sit , stand , and kneel along a wall .",A group of children sitting on folding chairs and playing .,a young group of children sitting in a row against the wall .,The kids talking while sitting on a row of chairs along the wall .
img_00131,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00131.jpg,A dog in a snowy area .,A spotted dog catching a ball on a snowy field .,A white and brown spotted dog runs along the snow to catch a ball .,A white dog is running fast on a trail covered by snow .,The brown and white dog is playing in the snow .
img_00132,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00132.jpg,A bunch on people are seated in a stadium .,A crowded stadium is full of people watching an event .,A crowd of people fill up a packed stadium .,A crowd sitting in an indoor stadium .,A stadium full of people watch a game .
img_00133,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00133.jpg,A black dog running with a stuffed bird in its mouth and another dog chasing it .,A brown dig and black dog are playing with a stuffed toy .,A brown dog with a toy duck in its mouth runs through snow while a black dog chases it,Dog running with pet toy being chased by another dog .,The brown dog is being chased by a black dog while holding a small toy in his mouth .
img_00134,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00134.jpg,A man skis while wearing a parachute .,A parachute skier lifting off from the ground .,"A person attached to a parasail and wearing equipment on his feet is suspended in midair over a snowy landscape , while silhouetted against a sunny , blue sky .",A person gliding on a parachute in the air .,"They are gliding through the air , backed by a low sun ."
img_00135,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00135.jpg,A man skateboarding on the side of steps,A man slides down a railing while another shines a light on him .,A person taking a picture of someone skating down a railing at night .,A skateboarder slides down a stair rail in the dark .,a young man sliiding down a railing near some stairs
img_00136,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00136.jpg,A group of four children wearing pajamas have a pillow fight .,A group of kids have a pillow-fight .,A group of young children playing pillow fight on a bed .,Children having a pillow fight .,Four children are having a pillow fight .
img_00137,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00137.jpg,"A large , white bird skates across the top of some water .",A white bird with a long neck flying low over the water,The large white bird grazes the water .,White bird in water preparing to fly .,White bird starting to take flight from a lake .
img_00138,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00138.jpg,A brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background .,"Two dogs , one brown and the other black , play in the surf in the shallow ocean water .",Two dogs playing in the waves .,two dogs play in the water .,Two dogs stand back to back in the ocean .
img_00139,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00139.jpg,A black man in white shorts and a white man in black shorts boxing .,Black and white man boxing .,Two boxers are fighting .,Two men box .,Two men boxing in a match .
img_00140,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00140.jpg,A woman holding a baby and making faces at it .,A woman holding a baby up and making a funny face,A woman makes faces at a small child .,The man wearing glasses holds a baby wearing blue .,the woman is making faces at the baby that she is holding .
img_00141,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00141.jpg,The dogs are behind the fence .,Three dogs are behind a rusty fence as one barks .,Two dogs are in a fence and one is barking .,Two dogs are looking through a rusty wire fence .,two dogs bark behind a fence .
img_00142,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00142.jpg,A little girl holds the water hose for the dog to drink from .,A little girl is holding up a yellow water hose and water is pouring out and the big brown dog is drinking the water .,"A young girl holds a running water hose , from which a brown dog next to her is drinking .",the dog is drinking the water being squirted from the hose by the little girl .,The little girl is holding a yellow hose for a brown dog .
img_00143,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00143.jpg,A boy and girl in swimwear and arm floaters,"a little boy and a little girl wearing water wings are running on a path beside a black fence ,",A little boy and girl in their swimsuits wearing arm floats .,The boy and girl are playing with arm floats on .,Young boy and girl running with water wings on
img_00144,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00144.jpg,A black dog is running very fast on a light brown ground .,A dog runs outside .,Black dog running fast on a field,Black dog running very fast .,Black dog running with his tongue out .
img_00145,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00145.jpg,Lacrosse players struggling for control of the ball .,"Lone red team player breaks through two black team players , to hit the ball",Men play field hockey .,Men play some type of sport on the field with what looks like hockey sticks .,Three guys are going for the ball in a field hockey game .
img_00146,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00146.jpg,"A man in all black is using a green bike to trick over a sign saying , "" Free Dinner "" .",A man is jumping on a green bicycle over a sign that says ' free dinner ' .,A man jumping a sign on his bike .,"A man on a bicycle is jumping over a sign that says "" free dinner "" .",boy on bike jumping over a sign
img_00147,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00147.jpg,A kid doing a trick on a skateboard .,A man jumps off of his skateboard on the top of a cement ramp .,a skateboarder jumps .,Person doing a trick on a skateboard in a skate park while people watch .,The skateboarder prepares to wipeout .
img_00148,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00148.jpg,A girl and guy holding signs and hugging .,A man and a woman hugging .,A man holding a sign and a blonde woman are embracing outdoors .,A man in green holding a sign hugs a blond woman .,Man with sign hugging woman .
img_00149,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00149.jpg,A boy dunks a basketball .,A boy dunks a basketball on a low hoop by the road .,A boy jumps up to make a basket in a basketball hoop .,"A boy with a basketball , leaping for the goal .",The teenage boy is dunking a basketball in a hoop .
img_00150,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00150.jpg,A guy is grinding a rail over a tree on his snowboard .,A man snowboarding making a jump off a steel guardrail .,A snowboarder grinding up a homemade ramp .,a snowboarder is riding his board on ramp made from a piece of metal and a log .,The man is skateboarding over a log in the snow .
img_00151,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00151.jpg,A big brown dog jumps into a swimming pool on the backyard .,A dog in mid-leap into a pool .,Brown dog jumping into the pool,The brown dog is jumping into the crystal-clear pool .,The large brown dog is jumping into a swimming pool .
img_00152,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00152.jpg,a boy with his leg wrapped in blue tape,"A little boy with his leg covered in painters tape , his brother wearing a superman cape .",Boy with blue cast sits with a boy in an orange cape .,One boy has his leg wrapped in blue material and the other boy is wearing a red cape .,two kids playing super heroes
img_00153,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00153.jpg,A person in an airplane .,A person sits inside a small plane on the ground .,a small jet takes off .,A small white plane with someone visible in the window is sitting on a runway .,"Small plane with spinning propeller on ground , pilot seen through windows ."
img_00154,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00154.jpg,A dog goes headfirst into the long grass from the sand .,A dog is digging in the sand beneath some grass .,A light brown dog is poking his head into brush .,A tan dog digging a hole at the edge of the sand .,A yellow dog digs in the sand near grass .
img_00155,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00155.jpg,A man and two women are inside a greenhouse holding gardening tools .,People tend a greenhouse with garden tools .,Three people in a green house .,Three young adults work in a greenhouse,Two women and a man smile at the camera with rakes in their hands standing in an unfinished greenhouse .
img_00156,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00156.jpg,a boy with a fishing pole looking down on a lake,A little boy looks over the railing on the dock into the blue water .,A young boy in a red coat fishes off a pier and looks down at the water .,A young boy in a red jacket stands on a pier with a fishing pole and chair near him .,The boy wearing the red top is standing by a fishing rod looking over the jetty fence .
img_00157,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00157.jpg,Four boys are in the living room talking .,Four boys are shown in a house playing and all wear t-shirts .,several young boys looking into a computer monitor,Three boys look at a laptop computer while a four talks on the phone .,three boys stand by a computer .
img_00158,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00158.jpg,A mother sits with three children as they eat ice cream .,A woman and three kids sit on a dolly .,One adult sitting next to three young children eating ice cream on some steps .,The woman sat on the bench while the children ate ice cream .,Three children eat ice cream in a third world store while a woman stares into space .
img_00159,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00159.jpg,There is a college player being tackled in a game .,The two football players in white jerseys and purple pants tackle the player in the red jersey .,Three football players are tackling a red uniformed football player during a football game .,Three football players in purple uniforms try to tackle a player in a red uniform .,Two football players try to tackle a player of the opposite team .
img_00160,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00160.jpg,A football fan showing his devotion by painting his face .,A person with face paint is staring at something from within a crowd .,A sports fan is wearing face paint in the stands .,"NFL Fan with their face painted white , blue , and yellow .",The person with the face paint and football jersey is sitting in bleachers
img_00161,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00161.jpg,A man walking 3 dalmatians along a sunny street .,A man walks a group of Dalmatians on the beach .,A man walks three white dogs with spots down a street with palm trees .,Man walking three dalmatians along a palm-tree lined street .,This man with three dogs takes his route along the tree-lined street .
img_00162,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00162.jpg,People in white standing on sports field while crowd watches from stands,Three ball players in uniform stretch on a striped green surface in front of a large crowd and signage .,Three baseball players are on the field while a large crowd is watching,Three men stand on a sports field in front of a large crowd .,Three men wearing white uniforms stand on a grass field in front of a crowd .
img_00163,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00163.jpg,A man in a hat is displaying pictures next to a skier in a blue hat .,A man skis past another man displaying paintings in the snow .,A person wearing skis looking at framed pictures set up in the snow .,A skier looks at framed pictures in the snow next to trees .,Man on skis looking at artwork for sale in the snow
img_00164,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00164.jpg,Four guys playing soccer on the pavement .,Four people are playing soccer in a desolate field with a tree nearby .,Four people playing soccer at a distance .,Four people playing soccer on a brown surface .,four soccer players play on the pavement .
img_00165,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00165.jpg,Children in red shirts play in the leaves .,Four boys in red are playing with fallen leaves .,Several children leaping into a pile of leaves on the ground .,Small children are playing in a pile of dead leaves .,Three kids jumping in leaves .
img_00166,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00166.jpg,A man in a black jacket is taking a photo of a man in a red jacket .,A man in a black outfit is taking a photograph of a man in a red jacket .,A man takes a picture of another man in an open area just off of a busy street .,A young man taking a picture of another young man outdoors,Young man takes picture of another young man in front of church .
img_00167,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00167.jpg,A white dog races a brown dog in a field of grass .,One brown and one white dog running through a field .,The brown and white dogs run through the field .,Two dogs are running side by side in the field .,Two dogs run through the brush .
img_00168,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00168.jpg,a bicyclist jumping with his bike in midair,A cyclist is performing a jump whilst other cyclists stand by and watch .,A guy is doing a trick on a bike .,Someone on a bike is performing an aerial trick while other bikers watch .,The trick bicyclist gets airborne off the ramp .
img_00169,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00169.jpg,A boy in yellow is riding a scooter on the street .,A boy on a scooter .,A boy wearing a helmet rides a scooter in a suburban neighborhood .,A child on a scooter is jumping the curb .,a young boy wearing an orange helmet riding a scooter
img_00170,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00170.jpg,A boy is skating along a ledge in an indoor skate center .,A guy on Rollerblades is grinding on a rail in a skate park .,A rollerblader grinding down a narrow platform at an indoor skate park .,a roller-blader grinds a rail at an indoor skate park .,Young man with white helmet is rollerblading on a ledge
img_00171,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00171.jpg,Children participate in a martial arts tournament .,Two boys do martial arts on a blue mat .,Two children in white outfits and red protective gear spar on a mat .,Two children wearing martial arts gear fight on a blue mat .,Two children with red helmets engage in martial arts sparring .
img_00172,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00172.jpg,Two children and a black dog are playing out in the snow .,Two children and a dog play in the snow with a woods behind them .,Two children and a dog running around in snow .,two children and their dog play in the snow .,Two kids and a dog play in the snow .
img_00173,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00173.jpg,A boy is grinding a skateboard down a concrete wall .,A guy on a skateboard about to do a trick,A kid in a white shirt and white hat and jeans skateboards down a ramp .,A rollerblader skates down a ramp with his arms in the air .,The skater throws his arms into the air as he skids down the concrete wall .
img_00174,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00174.jpg,A bearded man wears a red bandanna and a leather jacket over a teeshirt with an American flag on it .,A man dressed in black leather with a red bandanna is smiling at the camera .,A man wearing a leather jacket .,a man wearing a red headband and a leather outfit standing outside .,"A man with a beard , red headband , and leather vest smiles ."
img_00175,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00175.jpg,A dog chasing a ball indoors .,A small dog catches a tennis ball indoors .,A small dog chasing a ball .,The little white and brown dog has his mouth wide open while trying to catch something .,The small dog is baring his teeth and chasing an object .
img_00176,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00176.jpg,A man is skating on a rail .,A person wearing Rollerblades slides along a handrail .,A rollerblader grinding a rail and grabbing one foot .,A rollerblader grinds across a rail .,Boy in black shirt on one foot standing on metal rail above green grass on right and black pavement on left .
img_00177,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00177.jpg,A group of Indian men are just standing around with their arms crossed .,A group of men stand outside .,Four men from another country look at the camera .,Men wearing hats stand with arms folded .,Several men wearing ethnic hats are watching the photographer in an outdoor market .
img_00178,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00178.jpg,A parachute caught on a tree with some people on the ground shining a light at it .,A person jumps up over the snow as their skis cross .,A skier in midair,A skier is doing a trick in the air at night .,A skier makes a jump with his skis crossed .
img_00179,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00179.jpg,A boy on a red snowboard is airborne .,A man in a yellow coat jumps his snowboard off a rail .,A person in the air on a snowboard .,A snowboarder doing a jump off of a ledge .,A snowboarder rides his board off a graffiti covered wall at night .
img_00180,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00180.jpg,A boy does a skateboard trick off a metal plank .,a guy with no shirt on is skateboarding .,A young man jumps in the air on a skateboard .,Skateboarder on a rail .,Skater does a trick on a rail .
img_00181,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00181.jpg,A couple look at some artwork .,A couple stands near a piano and look up at a painting .,A couple viewing a large painting hung on a red wall .,a man and a woman are looking at a painting in a gallery .,The man and woman look at a painting of naked people .
img_00182,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00182.jpg,A man and woman walking on the sand with water in the background .,A man carrying a baby walks next to a woman along the beach .,A woman and a man carrying a small child walking on a rocky beach .,Two individuals standing on a beach .,Two people stand on a beach and look to the right .
img_00183,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00183.jpg,A group of Chinese teenage girls walking .,A group of dark-haired girls are walking together .,A group of dark haired young ladies in shorts walks past a bank of lockers .,four Asian girls are walking through a locker room .,Four dark-haired girls walk the hall toward a bank of lockers .
img_00184,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00184.jpg,"a brown dog retrieves a ball on a green , slimy , rock covered beach",A dog is carrying a yellow rope across rocks covered in seaweed .,A dog running through water with a ball in its mouth,A dog walks through the water with an object in its mouth .,A very wet dog coming toward the camera through a mossy pond with a ball .
img_00185,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00185.jpg,A lone hiker is sitting on a rock on a snowy mountain trail .,A man descends a snowy mountain .,A person is climbing a snowy mountain .,Someone hiking in the mountains .,The person is in the snowy mountains .
img_00186,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00186.jpg,A dog in a grass field runs with a ball in its mouth .,A dog running across a field with a ball in its mouth .,A dog with a ball that is running in a field .,A little dog is bringing back a ball on an open grass field .,A long haired dog runs across a lawn with a yellow ball in its mouth .
img_00187,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00187.jpg,A child in a grey jacket is running along a leafy path .,A young child runs down a gravel road covered with dead leaves .,A young child runs outside amidst fall leaves .,A young child walks among fallen leaves .,The child plays among the leaves in the autumn .
img_00188,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00188.jpg,A child in red jumps on a red object while others laugh .,"A child touching a red plastic object , with a crowd behind him .",A girl in a crowd laughs and climbs on something .,Many children having fun outside near large buildings .,There is a girl in a red jacket smiling with her hand on a red blowup and a crowd behind her .
img_00189,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00189.jpg,A boy in a hat stands barefoot at the edge of a body of water .,a boy wearing red plays in the creek .,A person in a red hat stand watches the onrushing waves .,A young boy makes a splash in the water near the rocks .,The boy in the red hat and shirt is wading in the shallows of the river .
img_00190,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00190.jpg,Two bald drag queens in red dresses,Two bald ladies are wearing red dresses .,Two bald ladies in red dresses and matching jewelry laugh .,Two bald people in red clothes,"Two formally dressed , bald older women"
img_00191,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00191.jpg,A brown dog is running on grass .,A brown dog running across the grass .,A brown dog running in a grass .,A brown dog runs through a field .,A dog bounds across the green grass .
img_00192,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00192.jpg,A boy is jumping on skateboard in the middle of a red bridge .,a kid doing tricks on a skateboard on a bridge,A skateboarder is airborne on a bridge .,A skateboard jumps down a bridge .,The skateboarder in the white shirt jumped into the air .
img_00193,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00193.jpg,Three dogs looking at a cement ledge .,Three dogs on a sidewalk .,Three small dogs sniff at somthing .,"Three small dogs , two white and one black and white , on a sidewalk .",Two white dogs look at one black dog on a paved walkway .
img_00194,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00194.jpg,A motocross rider is on a dirt hill .,A person is riding a green motorcycle .,Biker with helmet riding a green dirt bike midair .,Green motorcycle moving fast down dirt path .,Motorcycle rider going over a bump .
img_00195,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00195.jpg,A brown dog running through the water .,A wet dog is splashing through shallow water .,The wet brown dog is running in the water .,The white dog is running in the shallow water .,Wet blonde dog running through water
img_00196,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00196.jpg,A furry dog is running through a doorway leading to plants .,"A furry , tan dog is outside on a patio .","A short , furry dog stands on a brick floor in front of a group of potted plants .",A very hairy dog is running down a hall .,Flowers are behind the fluffy dog that is coming up the step .
img_00197,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00197.jpg,A little blonde toddler is wading in a baby pool .,A young boy in a pool,A young boy playing in a swimming pool,A young boy with blond hair is in a swimming pool .,The little boy is coming out of the water in a swimming pool .
img_00198,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00198.jpg,A crowd watches as two formula one cars leave the starting line .,A crowd watches the start of a drag race at twilight .,A group of people watch a drag race at the beginning and see the fire from the cars .,People look at the flames coming from the cars at a drag race .,The drag racers take off the starting line .
img_00199,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00199.jpg,A group of sled dogs in harness is standing together in the snow .,Four dogs playing in the snow .,Four snow dogs are pulled together in the snow .,"Pack of sled dogs in the snow , one barking .",Several dogs grouped together in a winter setting .
img_00200,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00200.jpg,a brown dog retrieves a stick in a rocky river,A dog running through a creek .,A dog running with something in his mouth in shallow water .,A dog with a stick in its mouth runs through the rocks in shallow water .,A soaking wet dog is splashing through the water .
