video_id,frame_file,sport,frame_number,caption_by_blip
video8859,video8859_frame_005.jpg,basketball,5,a basketball game with a player in the middle of the court
video8859,video8859_frame_006.jpg,basketball,6,a man is falling on the court while another watches
video8859,video8859_frame_007.jpg,basketball,7,a basketball player is sitting on the floor
video8859,video8859_frame_008.jpg,basketball,8,a basketball player is sitting on the floor
video8859,video8859_frame_009.jpg,basketball,9,a man in a blue and yellow uniform is doing a trick
video8859,video8859_frame_010.jpg,basketball,10,a black background with a white line and a white line
video8859,video8859_frame_011.jpg,basketball,11,a black background with a white line and a white line
video8881,video8881_frame_000.jpg,basketball,0,a man in a blue jersey is talking to a man in a black jersey
video8881,video8881_frame_001.jpg,basketball,1,a basketball hoop with a basketball net in the middle of it
video8881,video8881_frame_002.jpg,basketball,2,"a basketball court with a sign that says,'i'm right to play '"
video8881,video8881_frame_003.jpg,basketball,3,a basketball court with a sign that says right
video8881,video8881_frame_004.jpg,basketball,4,a basketball court with a sign that says i'm right
video8881,video8881_frame_005.jpg,basketball,5,"a basketball court with a sign that says,'i'm height '"
video8881,video8881_frame_006.jpg,basketball,6,a basketball hoop with a basketball net in the middle
video8881,video8881_frame_007.jpg,basketball,7,a basketball hoop with a score on it
video8881,video8881_frame_008.jpg,basketball,8,a basketball hoop with a score on it
video8881,video8881_frame_009.jpg,basketball,9,a basketball hoop with a score on it
video8881,video8881_frame_010.jpg,basketball,10,a basketball hoop with a score on it
video8881,video8881_frame_011.jpg,basketball,11,a basketball hoop with a clock on it
video9650,video9650_frame_000.jpg,basketball,0,a basketball player is walking down the court
video9650,video9650_frame_001.jpg,basketball,1,a man in a blue uniform is playing basketball
video9650,video9650_frame_002.jpg,basketball,2,a man is playing basketball on a court
video9650,video9650_frame_003.jpg,basketball,3,a man is playing basketball in a gym
video9650,video9650_frame_004.jpg,basketball,4,a man is doing a trick on a basketball hoop
video9650,video9650_frame_005.jpg,basketball,5,a man is doing a trick on a basketball hoop
video9650,video9650_frame_006.jpg,basketball,6,a man is doing a trick on a basketball hoop
video9650,video9650_frame_007.jpg,basketball,7,a man duns a basketball hoop in the air
video9650,video9650_frame_008.jpg,basketball,8,a basketball hoop with a basketball hoop hanging from the ceiling
video9650,video9650_frame_009.jpg,basketball,9,a man is playing basketball on a court
video9650,video9650_frame_010.jpg,basketball,10,a man is playing basketball on a court
video9650,video9650_frame_011.jpg,basketball,11,a basketball court with a basketball hoop and a basketball net
video1103,video1103_frame_000.jpg,soccer,0,a soccer game is being played on the field
video1103,video1103_frame_001.jpg,soccer,1,a soccer game is being played in a stadium
video1103,video1103_frame_002.jpg,soccer,2,a soccer game is being played on the field
video1103,video1103_frame_003.jpg,soccer,3,a soccer game is being played on the field
video1103,video1103_frame_004.jpg,soccer,4,a soccer game is being played on the field
video1103,video1103_frame_005.jpg,soccer,5,a soccer player is kicking the ball on the field
video1103,video1103_frame_006.jpg,soccer,6,a soccer game is being played on the field
video1103,video1103_frame_007.jpg,soccer,7,a soccer game is being played on the field
video1103,video1103_frame_008.jpg,soccer,8,a soccer game is being played on the field
video1103,video1103_frame_009.jpg,soccer,9,a soccer game is being played on the field
video1103,video1103_frame_010.jpg,soccer,10,a soccer game is being played on the field
video1103,video1103_frame_011.jpg,soccer,11,a soccer player is trying to block the ball
video1241,video1241_frame_000.jpg,soccer,0,a soccer player is standing in the grass
video1241,video1241_frame_001.jpg,soccer,1,a soccer game is being played in a stadium
video1241,video1241_frame_002.jpg,soccer,2,a soccer game is being played in a stadium
video1241,video1241_frame_003.jpg,soccer,3,a soccer game is being played in a stadium
video1241,video1241_frame_004.jpg,soccer,4,a soccer game is being played in a stadium
video1241,video1241_frame_005.jpg,soccer,5,a soccer game is being played in a stadium
video1241,video1241_frame_006.jpg,soccer,6,a soccer game is being played in a stadium
video1241,video1241_frame_007.jpg,soccer,7,a soccer game is being played in a stadium
video1241,video1241_frame_008.jpg,soccer,8,a woman is shaking another woman's hand
video1241,video1241_frame_009.jpg,soccer,9,the girls are hugging each other girls
video1241,video1241_frame_010.jpg,soccer,10,a soccer game is being played on the field
video1241,video1241_frame_011.jpg,soccer,11,a soccer game is being played on a field
video1327,video1327_frame_000.jpg,soccer,0,a soccer player is kicking a ball on the field
video1327,video1327_frame_001.jpg,soccer,1,a soccer player is kicking a ball on the field
video1327,video1327_frame_002.jpg,soccer,2,a soccer game with a player kicking the ball
video1327,video1327_frame_003.jpg,soccer,3,a soccer game is shown in this image
video1327,video1327_frame_004.jpg,soccer,4,a soccer game is being played in the stadium
video1327,video1327_frame_005.jpg,soccer,5,a soccer game is being played in the stadium
video1327,video1327_frame_006.jpg,soccer,6,a video of a soccer player in the middle of the game
video1327,video1327_frame_007.jpg,soccer,7,a soccer player is caught by a referee
video1327,video1327_frame_008.jpg,soccer,8,a soccer player is trying to kick the ball
video1327,video1327_frame_009.jpg,soccer,9,a soccer player is kicking a ball
video1327,video1327_frame_010.jpg,soccer,10,a soccer player is kicking a ball on the field
video1327,video1327_frame_011.jpg,soccer,11,a soccer player is kicking a soccer player
video1734,video1734_frame_000.jpg,soccer,0,a man in red shirt standing on a field
video1734,video1734_frame_001.jpg,soccer,1,a man is standing in front of a large screen
video1734,video1734_frame_002.jpg,soccer,2,a group of people playing soccer in a field
video1734,video1734_frame_003.jpg,soccer,3,a soccer player is kicking the ball
video1734,video1734_frame_004.jpg,soccer,4,a soccer game with a soccer ball in the middle of the field
video1734,video1734_frame_005.jpg,soccer,5,a soccer game with a goal and a player
video1734,video1734_frame_006.jpg,soccer,6,a man in a red shirt is standing on the grass
video1734,video1734_frame_007.jpg,soccer,7,a soccer game with two players on the field
video1734,video1734_frame_008.jpg,soccer,8,a soccer player is trying to kick the ball
video1734,video1734_frame_009.jpg,soccer,9,a soccer player is kicking the ball while another player watches
video1734,video1734_frame_010.jpg,soccer,10,a soccer game is being played on the field
video1734,video1734_frame_011.jpg,soccer,11,a soccer player is running after the ball
video2347,video2347_frame_000.jpg,soccer,0,a woman in a gray shirt is interviewed on a soccer field
video2347,video2347_frame_001.jpg,soccer,1,a woman in a blue shirt is interviewed on a field
video2347,video2347_frame_002.jpg,soccer,2,a woman in a gray shirt is interviewed on a tv screen
video2347,video2347_frame_003.jpg,soccer,3,a woman in a gray shirt is interviewed on a tv screen
video2347,video2347_frame_004.jpg,soccer,4,a woman in a gray shirt is interviewed on a tv screen
video2347,video2347_frame_005.jpg,soccer,5,a woman in a white shirt is interviewed on a tv screen
video2347,video2347_frame_006.jpg,soccer,6,a woman in a white shirt is interviewed on a tv screen
video2347,video2347_frame_007.jpg,soccer,7,a woman in a blue shirt is interviewed by a reporter
video2347,video2347_frame_008.jpg,soccer,8,a woman in a gray shirt is interviewed by a reporter
video2347,video2347_frame_009.jpg,soccer,9,a woman in a gray shirt is interviewed on a field
video2347,video2347_frame_010.jpg,soccer,10,a woman in a gray shirt is interviewed by a reporter
video2347,video2347_frame_011.jpg,soccer,11,a woman in a blue shirt is interviewed by a reporter
video247,video247_frame_000.jpg,soccer,0,a soccer player is trying to kick the ball
video247,video247_frame_001.jpg,soccer,1,a soccer player is trying to kick the ball
video247,video247_frame_002.jpg,soccer,2,a soccer game with a player on the field
video247,video247_frame_003.jpg,soccer,3,a soccer game is being played in the stadium
video247,video247_frame_004.jpg,soccer,4,a soccer game with a player kicking the ball
video247,video247_frame_005.jpg,soccer,5,a soccer player is trying to kick the ball
video247,video247_frame_006.jpg,soccer,6,a soccer player is running after another player
video247,video247_frame_007.jpg,soccer,7,a soccer game is being played in the stadium
video247,video247_frame_008.jpg,soccer,8,a soccer game is being played on the field
video247,video247_frame_009.jpg,soccer,9,a soccer game is being played in the stadium
video247,video247_frame_010.jpg,soccer,10,a soccer game is being played in the stadium
video247,video247_frame_011.jpg,soccer,11,a soccer game is being played in the stadium
video2545,video2545_frame_000.jpg,soccer,0,a soccer game with a player on the field
video2545,video2545_frame_001.jpg,soccer,1,a soccer game with a player on the field
video2545,video2545_frame_002.jpg,soccer,2,a soccer game with a player on the field
video2545,video2545_frame_003.jpg,soccer,3,a soccer game with a player kicking the ball
video2545,video2545_frame_004.jpg,soccer,4,a soccer game with a player on the field
video2545,video2545_frame_005.jpg,soccer,5,a man in a green and white shirt is playing soccer
video2545,video2545_frame_006.jpg,soccer,6,a car is driving down the road with the words best life sports
video2545,video2545_frame_007.jpg,soccer,7,a video game with a green screen and a white screen
video2545,video2545_frame_008.jpg,soccer,8,a video game with a green screen and a white screen
video2545,video2545_frame_009.jpg,soccer,9,a video game with a man in the middle
video2545,video2545_frame_010.jpg,soccer,10,a video game with a man running down the stairs
video2545,video2545_frame_011.jpg,soccer,11,a video game with a man on the ground
video2586,video2586_frame_000.jpg,soccer,0,a crowd of people are cheering and cheering
video2586,video2586_frame_001.jpg,soccer,1,a crowd of people are cheering and cheering
video2586,video2586_frame_002.jpg,soccer,2,a soccer game is shown in the screen
video2586,video2586_frame_003.jpg,soccer,3,a soccer game is being played in a stadium
video2586,video2586_frame_004.jpg,soccer,4,a soccer player is running after the ball
video2586,video2586_frame_005.jpg,soccer,5,a soccer player is kicking a ball on the field
video2586,video2586_frame_006.jpg,soccer,6,a soccer game is being played in a stadium
video2586,video2586_frame_007.jpg,soccer,7,a soccer game is being played in a stadium
video2586,video2586_frame_008.jpg,soccer,8,a soccer game is being played in a stadium
video2586,video2586_frame_009.jpg,soccer,9,a soccer game is being played in a stadium
video2586,video2586_frame_010.jpg,soccer,10,a soccer game is being played in a stadium
video2586,video2586_frame_011.jpg,soccer,11,a soccer game is being played in a stadium
video302,video302_frame_000.jpg,soccer,0,a man is kicking a soccer ball on the field
video302,video302_frame_001.jpg,soccer,1,a soccer field with a ball and a goal
video302,video302_frame_002.jpg,soccer,2,two men are playing soccer on a field
video302,video302_frame_003.jpg,soccer,3,a man kicking a soccer ball on a field
video302,video302_frame_004.jpg,soccer,4,a man is standing in the grass with a soccer ball
video302,video302_frame_005.jpg,soccer,5,a man in a black shirt and green shoes kicking a soccer ball
video302,video302_frame_006.jpg,soccer,6,a soccer ball on the grass with a man in the background
video302,video302_frame_007.jpg,soccer,7,a man kicking a soccer ball on a field
video302,video302_frame_008.jpg,soccer,8,a soccer goal is seen in this image
video302,video302_frame_009.jpg,soccer,9,a soccer player is kicking a ball on the field
video302,video302_frame_010.jpg,soccer,10,a man is kicking a soccer ball on the field
video302,video302_frame_011.jpg,soccer,11,a man is kicking a soccer ball on the field
video3160,video3160_frame_000.jpg,soccer,0,a man is being thrown by a crowd
video3160,video3160_frame_001.jpg,soccer,1,a man is running towards the goal
video3160,video3160_frame_002.jpg,soccer,2,a man in a black shirt is walking across the field
video3160,video3160_frame_003.jpg,soccer,3,a man is sitting on the bench in front of a crowd
video3160,video3160_frame_004.jpg,soccer,4,a man sitting on a bench with a man in the background
video3160,video3160_frame_005.jpg,soccer,5,a man sitting on a bench with a soccer ball
video3160,video3160_frame_006.jpg,soccer,6,a man is sitting in the stands with his head down
video3160,video3160_frame_007.jpg,soccer,7,a man is sitting on the bench and talking to another man
video3160,video3160_frame_008.jpg,soccer,8,a soccer game is being played on the field
video3160,video3160_frame_009.jpg,soccer,9,a soccer game is being played on the field
video3160,video3160_frame_010.jpg,soccer,10,a soccer game is being played on the field
video3160,video3160_frame_011.jpg,soccer,11,a soccer game is being played on the field
video3396,video3396_frame_000.jpg,soccer,0,the trophy is displayed in front of a television screen
video3396,video3396_frame_001.jpg,soccer,1,a rugby player is running with the ball
video3396,video3396_frame_002.jpg,soccer,2,a rugby player is tackled by a referee
video3396,video3396_frame_003.jpg,soccer,3,a rugby player is tackled by two opponents
video3396,video3396_frame_004.jpg,soccer,4,a rugby player is tackled by two opponents
video3396,video3396_frame_005.jpg,soccer,5,a rugby player is tackled by two opponents
video3396,video3396_frame_006.jpg,soccer,6,a soccer game is being played in a stadium
video3396,video3396_frame_007.jpg,soccer,7,a soccer game is being played on the field
video3396,video3396_frame_008.jpg,soccer,8,a soccer game is being played on the field
video3396,video3396_frame_009.jpg,soccer,9,a soccer game is being played in a stadium
video3396,video3396_frame_010.jpg,soccer,10,a soccer player is running with the ball
video3396,video3396_frame_011.jpg,soccer,11,a man is running with a ball in his hand
video3410,video3410_frame_000.jpg,soccer,0,a group of people playing soccer on a field
video3410,video3410_frame_001.jpg,soccer,1,a group of people playing a game of rugby
video3410,video3410_frame_002.jpg,soccer,2,a rugby game is being played on the field
video3410,video3410_frame_003.jpg,soccer,3,a group of people playing a game on a field
video3410,video3410_frame_004.jpg,soccer,4,a soccer game is being played on the field
video3410,video3410_frame_005.jpg,soccer,5,a group of people playing soccer on a field
video3410,video3410_frame_006.jpg,soccer,6,a group of people playing soccer on a field
video3410,video3410_frame_007.jpg,soccer,7,a soccer game is being played on a field
video3410,video3410_frame_008.jpg,soccer,8,a soccer game is being played on a field
video3410,video3410_frame_009.jpg,soccer,9,a soccer game is being played on a field
video3410,video3410_frame_010.jpg,soccer,10,a soccer game is being played on a field
video3410,video3410_frame_011.jpg,soccer,11,a group of people are watching a soccer game
video341,video341_frame_000.jpg,soccer,0,a screen shot of a crowd at a concert
video341,video341_frame_001.jpg,soccer,1,a video screen showing a soccer match
video341,video341_frame_002.jpg,soccer,2,a video screen showing a soccer match
video341,video341_frame_003.jpg,soccer,3,a video screen showing a soccer match
video341,video341_frame_004.jpg,soccer,4,a video screen showing a soccer match
video341,video341_frame_005.jpg,soccer,5,a video screen showing a soccer match
video341,video341_frame_006.jpg,soccer,6,a video screen showing a soccer match
video341,video341_frame_007.jpg,soccer,7,a video screen showing a hockey game
video341,video341_frame_008.jpg,soccer,8,a video of a hockey game being played by a player
video341,video341_frame_009.jpg,soccer,9,a video screen showing a hockey game
video341,video341_frame_010.jpg,soccer,10,a hockey player is falling off the ice
video341,video341_frame_011.jpg,soccer,11,a video screen with a hockey player on it
video3540,video3540_frame_000.jpg,soccer,0,a soccer game with a soccer ball in the middle of the field
video3540,video3540_frame_001.jpg,soccer,1,a soccer game with a soccer ball in the middle of the field
video3540,video3540_frame_002.jpg,soccer,2,a soccer game with a goal and a ball
video3540,video3540_frame_003.jpg,soccer,3,a yellow and blue background with a white and black background
video3540,video3540_frame_004.jpg,soccer,4,a soccer player is kicking a soccer ball
video3540,video3540_frame_005.jpg,soccer,5,a man in yellow shirt is dancing
video3540,video3540_frame_006.jpg,soccer,6,a man in yellow shirt playing soccer
video3540,video3540_frame_007.jpg,soccer,7,a soccer game with a soccer player in the background
video3540,video3540_frame_008.jpg,soccer,8,brazil vs brazil - world cup 2014 - final - brazil vs brazil - world cup 2014 - final - brazil vs brazil 2014
video3540,video3540_frame_009.jpg,soccer,9,a soccer game with a player on the field
video3540,video3540_frame_010.jpg,soccer,10,a soccer game with a soccer ball in the middle of the field
video3540,video3540_frame_011.jpg,soccer,11,a soccer game is being played on the field
video4158,video4158_frame_000.jpg,soccer,0,a soccer player is kicking a ball in the air
video4158,video4158_frame_001.jpg,soccer,1,a soccer player kicking a ball in the air
video4158,video4158_frame_002.jpg,soccer,2,a man in a black jacket is standing in the dark
video4158,video4158_frame_003.jpg,soccer,3,a soccer game with a soccer ball in the middle of the field
video4158,video4158_frame_004.jpg,soccer,4,a soccer game with a player kicking the ball
video4158,video4158_frame_005.jpg,soccer,5,a soccer game with a crowd watching
video4158,video4158_frame_006.jpg,soccer,6,a soccer player is cheering his team
video4158,video4158_frame_007.jpg,soccer,7,a soccer player is celebrating his goal
video4158,video4158_frame_008.jpg,soccer,8,a soccer player is celebrating his goal
video4158,video4158_frame_009.jpg,soccer,9,a soccer game with a player on the field
video4158,video4158_frame_010.jpg,soccer,10,a soccer game with a soccer ball on the field
video4158,video4158_frame_011.jpg,soccer,11,a soccer game with a soccer ball in the middle of the field
video5435,video5435_frame_000.jpg,soccer,0,a man in a black shirt and red shorts is kicking a soccer ball
video5435,video5435_frame_001.jpg,soccer,1,movideos - video tutor - screenshote
video5435,video5435_frame_002.jpg,soccer,2,movids - football - screenshote
video5435,video5435_frame_003.jpg,soccer,3,movids - soccer - screenshote
video5435,video5435_frame_004.jpg,soccer,4,movids - soccer game - screenshot
video5435,video5435_frame_005.jpg,soccer,5,movideos - youtube football - screenshoto
video5435,video5435_frame_006.jpg,soccer,6,movideos - youtube football - screenshoto
video5435,video5435_frame_007.jpg,soccer,7,"movideos - youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube"
video5435,video5435_frame_008.jpg,soccer,8,"movids - youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube,"
video5435,video5435_frame_009.jpg,soccer,9,movideos - youtube football - screenshoto
video5435,video5435_frame_010.jpg,soccer,10,movids - video player - screenshote
video5435,video5435_frame_011.jpg,soccer,11,"movids - youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube, youtube,"
video5503,video5503_frame_000.jpg,soccer,0,a woman in a blue jersey is standing on a soccer field
video5503,video5503_frame_001.jpg,soccer,1,a woman in a blue shirt is standing on a field
video5503,video5503_frame_002.jpg,soccer,2,a woman in a blue shirt is standing on a soccer field
video5503,video5503_frame_003.jpg,soccer,3,a soccer game is being played in a stadium
video5503,video5503_frame_004.jpg,soccer,4,a soccer game is being played in a stadium
video5503,video5503_frame_005.jpg,soccer,5,a soccer game is being played in a stadium
video5503,video5503_frame_006.jpg,soccer,6,a soccer game is being played in a stadium
video5503,video5503_frame_007.jpg,soccer,7,a soccer game is being played in a stadium
video5503,video5503_frame_008.jpg,soccer,8,a soccer player is shown in the middle of the screen
video5503,video5503_frame_009.jpg,soccer,9,a soccer player is standing in front of a goal
video5503,video5503_frame_010.jpg,soccer,10,a soccer player is standing in front of a goal
video5503,video5503_frame_011.jpg,soccer,11,a woman in a yellow shirt is playing soccer
video5589,video5589_frame_000.jpg,soccer,0,ireland v ireland - rugby highlights
video5589,video5589_frame_001.jpg,soccer,1,a soccer game is being played on the field
video5589,video5589_frame_002.jpg,soccer,2,a soccer game is being played on the field
video5589,video5589_frame_003.jpg,soccer,3,a group of men playing soccer on a field
video5589,video5589_frame_004.jpg,soccer,4,a rugby game is being played on the field
video5589,video5589_frame_005.jpg,soccer,5,a rugby game is being played on the field
video5589,video5589_frame_006.jpg,soccer,6,a rugby game with a player running towards the ball
video5589,video5589_frame_007.jpg,soccer,7,a rugby game is being played in the stadium
video5589,video5589_frame_008.jpg,soccer,8,a rugby game is being played in the stadium
video5589,video5589_frame_009.jpg,soccer,9,a rugby game is being played on the field
video5589,video5589_frame_010.jpg,soccer,10,a rugby game is being played on the field
video5589,video5589_frame_011.jpg,soccer,11,a rugby game is being played on the field
video5929,video5929_frame_000.jpg,soccer,0,a soccer game is being played on the field
video5929,video5929_frame_001.jpg,soccer,1,a soccer goal is in the air as a ball flies into the goal
video5929,video5929_frame_002.jpg,soccer,2,a soccer game is being played in a stadium
video5929,video5929_frame_003.jpg,soccer,3,a soccer goal is in the middle of a field
video5929,video5929_frame_004.jpg,soccer,4,a soccer game is being played on the field
video5929,video5929_frame_005.jpg,soccer,5,a soccer game is being played on the field
video5929,video5929_frame_006.jpg,soccer,6,a soccer game is being played on the field
video5929,video5929_frame_007.jpg,soccer,7,a soccer game is being played on the field
video5929,video5929_frame_008.jpg,soccer,8,a soccer game is being played on the field
video5929,video5929_frame_009.jpg,soccer,9,a soccer game is being played on the field
video5929,video5929_frame_010.jpg,soccer,10,a soccer game is being played on the field
video5929,video5929_frame_011.jpg,soccer,11,a soccer game is being played on the field
video5960,video5960_frame_000.jpg,soccer,0,a soccer game is being played in a stadium
video5960,video5960_frame_001.jpg,soccer,1,a soccer game is being played in a stadium
video5960,video5960_frame_002.jpg,soccer,2,a soccer game is being played in a stadium
video5960,video5960_frame_003.jpg,soccer,3,a soccer game is being played in a stadium
video5960,video5960_frame_004.jpg,soccer,4,a soccer game is being played in a stadium
video5960,video5960_frame_005.jpg,soccer,5,a soccer game with a crowd watching
video5960,video5960_frame_006.jpg,soccer,6,a man in uniform talking to a man in uniform
video5960,video5960_frame_007.jpg,soccer,7,a soldier is talking to a little boy
video5960,video5960_frame_008.jpg,soccer,8,a soldier is talking to a reporter
video5960,video5960_frame_009.jpg,soccer,9,a soldier is talking to a reporter
video5960,video5960_frame_010.jpg,soccer,10,a man is hugging another man in a field
video5960,video5960_frame_011.jpg,soccer,11,a man is being a woman in a baseball game
video6066,video6066_frame_000.jpg,soccer,0,a soccer player is in the middle of a goal
video6066,video6066_frame_001.jpg,soccer,1,a soccer game is being played on the field
video6066,video6066_frame_002.jpg,soccer,2,a soccer player is making a save on the field
video6066,video6066_frame_003.jpg,soccer,3,a woman is comforted by a group of people
video6066,video6066_frame_004.jpg,soccer,4,a woman is crying while another watches
video6066,video6066_frame_005.jpg,soccer,5,the women's soccer team is celebrating their goal
video6066,video6066_frame_006.jpg,soccer,6,the women's soccer team is celebrating their goal
video6066,video6066_frame_007.jpg,soccer,7,a soccer stadium with a crowd watching
video6066,video6066_frame_008.jpg,soccer,8,watch and share the live scoreboard of the match
video6066,video6066_frame_009.jpg,soccer,9,a soccer stadium with a large screen showing the score
video6066,video6066_frame_010.jpg,soccer,10,a soccer game is shown in the middle of a stadium
video6066,video6066_frame_011.jpg,soccer,11,a soccer game is shown in the middle of a stadium
video6103,video6103_frame_000.jpg,soccer,0,a soccer player is playing with a ball
video6103,video6103_frame_001.jpg,soccer,1,a soccer player is on the field with his head down
video6103,video6103_frame_002.jpg,soccer,2,a soccer player is kicking a soccer ball
video6103,video6103_frame_003.jpg,soccer,3,a hockey player is playing a game on the ice
video6103,video6103_frame_004.jpg,soccer,4,a hockey player is playing on the ice
video6103,video6103_frame_005.jpg,soccer,5,a hockey player is playing a game on the ice
video6103,video6103_frame_006.jpg,soccer,6,a hockey player is trying to block the puck
video6103,video6103_frame_007.jpg,soccer,7,a hockey player is playing a game on the ice
video6103,video6103_frame_008.jpg,soccer,8,a hockey player is trying to block the puck
video6103,video6103_frame_009.jpg,soccer,9,a hockey player is trying to block the puck
video6103,video6103_frame_010.jpg,soccer,10,a baseball player is throwing a ball at the plate
video6103,video6103_frame_011.jpg,soccer,11,a baseball player is throwing a ball at the plate
video6474,video6474_frame_000.jpg,soccer,0,argentina vs argentina - copatoo - copatoo - copatoo - copatoo - copatoo - copatoo copa
video6474,video6474_frame_001.jpg,soccer,1,argentina vs argentina - copatoo - copatoo
video6474,video6474_frame_002.jpg,soccer,2,argentina vs argentina - copatoo - 1 - 0 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 - 1 -
video6474,video6474_frame_003.jpg,soccer,3,argentina vs argentina - copatoo - copatoo - copatoo - copatoo - copatoo - copatoo copa
video6474,video6474_frame_004.jpg,soccer,4,the spurs are celebrating their first ever after the spurs win
video6474,video6474_frame_005.jpg,soccer,5,a group of people are hugging and hugging each other people
video6474,video6474_frame_006.jpg,soccer,6,a group of people are huddled together
video6474,video6474_frame_007.jpg,soccer,7,a group of men in white shirts are huddled together
video6474,video6474_frame_008.jpg,soccer,8,a crowd of people at a soccer game
video6474,video6474_frame_009.jpg,soccer,9,a crowd of people are watching a soccer match
video6474,video6474_frame_010.jpg,soccer,10,a crowd of people are watching a soccer match
video6474,video6474_frame_011.jpg,soccer,11,a crowd of people watching a soccer game
video6632,video6632_frame_000.jpg,soccer,0,a soccer game is being played on a television screen
video6632,video6632_frame_001.jpg,soccer,1,a soccer game is being played on a television screen
video6632,video6632_frame_002.jpg,soccer,2,a soccer game is being played on the field
video6632,video6632_frame_003.jpg,soccer,3,a soccer game is being played in a stadium
video6632,video6632_frame_004.jpg,soccer,4,a soccer game is being played in a stadium
video6632,video6632_frame_005.jpg,soccer,5,a soccer game is being played on a television screen
video6632,video6632_frame_006.jpg,soccer,6,a soccer game is being played in a stadium
video6632,video6632_frame_007.jpg,soccer,7,a soccer game is being played on the field
video6632,video6632_frame_008.jpg,soccer,8,a soccer game is being played on a field
video6632,video6632_frame_009.jpg,soccer,9,a soccer game is being played on the field
video6632,video6632_frame_010.jpg,soccer,10,a soccer game is being played in a stadium
video6632,video6632_frame_011.jpg,soccer,11,a soccer player is about to kick the ball
video6743,video6743_frame_000.jpg,soccer,0,a soccer game is being played on the field
video6743,video6743_frame_001.jpg,soccer,1,a soccer game is being played in a stadium
video6743,video6743_frame_002.jpg,soccer,2,a soccer game is being played on a field
video6743,video6743_frame_003.jpg,soccer,3,a soccer game is being played on a field
video6743,video6743_frame_004.jpg,soccer,4,a soccer game is being played on a field
video6743,video6743_frame_005.jpg,soccer,5,a soccer game is being played on a field
video6743,video6743_frame_006.jpg,soccer,6,a soccer player is standing on the field
video6743,video6743_frame_007.jpg,soccer,7,a soccer player is kicking a soccer ball
video6743,video6743_frame_008.jpg,soccer,8,a soccer game is being played on a television screen
video6743,video6743_frame_009.jpg,soccer,9,a soccer game is being played on a field
video6743,video6743_frame_010.jpg,soccer,10,a soccer game being played on a television
video6743,video6743_frame_011.jpg,soccer,11,a soccer goal is in the middle of the field
video7125,video7125_frame_000.jpg,soccer,0,a woman is hugged by a man in a soccer match
video7125,video7125_frame_001.jpg,soccer,1,a man is being his hair cut by another man
video7125,video7125_frame_002.jpg,soccer,2,a soccer game is shown in the screen
video7125,video7125_frame_003.jpg,soccer,3,a soccer game is being played in a stadium
video7125,video7125_frame_004.jpg,soccer,4,a soccer game is being played in the stadium
video7125,video7125_frame_005.jpg,soccer,5,a soccer player is kicking the ball on the field
video7125,video7125_frame_006.jpg,soccer,6,a soccer player is kicking a soccer ball
video7125,video7125_frame_007.jpg,soccer,7,a soccer player is kicking the ball while another player watches
video7125,video7125_frame_008.jpg,soccer,8,a soccer player is running after another player
video7125,video7125_frame_009.jpg,soccer,9,a soccer player is kicking the ball on the field
video7125,video7125_frame_010.jpg,soccer,10,a soccer player is kicking the ball
video7125,video7125_frame_011.jpg,soccer,11,a soccer game is being played on the field
video7247,video7247_frame_000.jpg,soccer,0,a soccer game is being played on the field
video7247,video7247_frame_001.jpg,soccer,1,a rugby game is being played on the field
video7247,video7247_frame_002.jpg,soccer,2,a rugby game is being played on the field
video7247,video7247_frame_003.jpg,soccer,3,a rugby game is being played on the field
video7247,video7247_frame_004.jpg,soccer,4,a rugby game is being played in the stadium
video7247,video7247_frame_005.jpg,soccer,5,a rugby game is being played on the field
video7247,video7247_frame_006.jpg,soccer,6,a rugby game is being played on the field
video7247,video7247_frame_007.jpg,soccer,7,a rugby match is being played in the field
video7247,video7247_frame_008.jpg,soccer,8,a rugby game is being played on the field
video7247,video7247_frame_009.jpg,soccer,9,a rugby match is being played on the field
video7247,video7247_frame_010.jpg,soccer,10,a rugby player is running after the ball
video7247,video7247_frame_011.jpg,soccer,11,a rugby player is running towards the ball
video7261,video7261_frame_000.jpg,soccer,0,a man kicking a soccer ball on a field
video7261,video7261_frame_001.jpg,soccer,1,a man is playing soccer on a field
video7261,video7261_frame_002.jpg,soccer,2,a soccer goal on a field with a goal net
video7261,video7261_frame_003.jpg,soccer,3,a man kicking a soccer ball on a field
video7261,video7261_frame_004.jpg,soccer,4,a man standing on top of a soccer field
video7261,video7261_frame_005.jpg,soccer,5,a man is doing a push on the grass
video7261,video7261_frame_006.jpg,soccer,6,a person laying on the ground with a soccer ball
video7261,video7261_frame_007.jpg,soccer,7,a soccer goal on a field with a goal net
video7261,video7261_frame_008.jpg,soccer,8,a man is doing a trick on the soccer field
video7261,video7261_frame_009.jpg,soccer,9,a man is kicking a soccer ball on the field
video7261,video7261_frame_010.jpg,soccer,10,a man kicking a soccer ball on a field
video7261,video7261_frame_011.jpg,soccer,11,a man is kicking a soccer ball on the field
video7390,video7390_frame_000.jpg,soccer,0,a soccer game with a player on the field
