query_caption,correct_segment,top1_segment,top1_score,top2_segment,top2_score,top3_segment,top3_score,top4_segment,top4_score,top5_segment,top5_score
 One female takes a swing at the ball and hits it.,v_jIYRVlrXJgc_seg1,v_zqXJkZgKmSk_seg0,0.3111947774887085,v_zqXJkZgKmSk_seg1,0.30429357290267944,v_6KG4p_pfMQc_seg1,0.303769052028656,v_4R5KDUqBPcU_seg0,0.30110999941825867,v_jIYRVlrXJgc_seg2,0.2958261966705322
 The other female takes a swing at the ball and misses and hits herself instead.,v_jIYRVlrXJgc_seg2,v_jIYRVlrXJgc_seg2,0.32134026288986206,v_zqXJkZgKmSk_seg0,0.3081708252429962,v_zqXJkZgKmSk_seg1,0.30816444754600525,v_4R5KDUqBPcU_seg0,0.3072335720062256,v_6KG4p_pfMQc_seg1,0.3064577579498291
 She then sits down on the floor while the other person comes to turn the camera off.,v_jIYRVlrXJgc_seg3,v_kTStFRAp99E_seg0,0.29740598797798157,v_kTStFRAp99E_seg1,0.29448363184928894,v_kTStFRAp99E_seg2,0.28193560242652893,v_fGDVlbI90pw_seg2,0.27568429708480835,v_jIYRVlrXJgc_seg3,0.2701372802257538
We see two girls one sitting the other bending over.,v_kTStFRAp99E_seg0,v_kTStFRAp99E_seg0,0.3089783787727356,v_kTStFRAp99E_seg1,0.28897714614868164,v_kTStFRAp99E_seg2,0.263985276222229,v_Ufki4AjZHFI_seg3,0.24311959743499756,v_cKFARm4dsws_seg0,0.23921561241149902
 The bending girl stands up.,v_kTStFRAp99E_seg1,v_GZsplhHXQy0_seg3,0.2558317184448242,v_jIYRVlrXJgc_seg2,0.25574952363967896,v_sVk-Br0zfkA_seg2,0.25499609112739563,v_GZsplhHXQy0_seg2,0.2517789602279663,v_fGDVlbI90pw_seg2,0.24944736063480377
 We see a person painting the sitting girls toe nails.,v_kTStFRAp99E_seg2,v_kTStFRAp99E_seg2,0.2572445571422577,v_kTStFRAp99E_seg1,0.2467309534549713,v_kTStFRAp99E_seg0,0.24495741724967957,v_cKFARm4dsws_seg0,0.24025213718414307,v_28GYivx4lyk_seg2,0.22640123963356018
A close up of a woman is seen looking off into the distance and holding a dart.,v_sVk-Br0zfkA_seg0,v_sVk-Br0zfkA_seg2,0.24862566590309143,v_sVk-Br0zfkA_seg0,0.24455688893795013,v_sVk-Br0zfkA_seg1,0.23776927590370178,v_PPXrVuZAb74_seg0,0.19095689058303833,v_arTumJHoLB0_seg2,0.17502135038375854
 She throws the dart onto the board which is show up close.,v_sVk-Br0zfkA_seg1,v_sVk-Br0zfkA_seg1,0.3324475884437561,v_sVk-Br0zfkA_seg0,0.3154548406600952,v_sVk-Br0zfkA_seg2,0.29018449783325195,v_ZNsX4KYJlVQ_seg3,0.28974083065986633,v_jIYRVlrXJgc_seg2,0.2663894295692444
 The woman then clenches her fists and her throw is shown again.,v_sVk-Br0zfkA_seg2,v_MAZlsi4Bon8_seg0,0.2900351881980896,v_fGDVlbI90pw_seg2,0.28557002544403076,v_fGDVlbI90pw_seg1,0.2815779447555542,v_fGDVlbI90pw_seg0,0.2760193347930908,v_sVk-Br0zfkA_seg0,0.2741331458091736
A man is trying to lift weights in a gym.,v_uwGcEaW3z3Q_seg0,v_uwGcEaW3z3Q_seg0,0.28533416986465454,v_uwGcEaW3z3Q_seg1,0.2597076892852783,v_uwGcEaW3z3Q_seg2,0.24936862289905548,v_vbWdGj1sfO8_seg1,0.1890629529953003,v_OJJMEEsOdPQ_seg1,0.18285155296325684
 He lifts the barbell up to his chest.,v_uwGcEaW3z3Q_seg1,v_uwGcEaW3z3Q_seg0,0.31945061683654785,v_uwGcEaW3z3Q_seg1,0.3058440089225769,v_uwGcEaW3z3Q_seg2,0.2981778383255005,v_arTumJHoLB0_seg2,0.2412007451057434,v_vbWdGj1sfO8_seg1,0.22729873657226562
 He then lifts it over his head before dropping it to the ground.,v_uwGcEaW3z3Q_seg2,v_vbWdGj1sfO8_seg1,0.27380359172821045,v_uwGcEaW3z3Q_seg2,0.27297189831733704,v_arTumJHoLB0_seg2,0.272050678730011,v_MAZlsi4Bon8_seg0,0.2698388397693634,v_uwGcEaW3z3Q_seg0,0.2644346356391907
We see three men on a boat in a lake.,v_vMYPNyBR3d0_seg0,v_vMYPNyBR3d0_seg1,0.3128358721733093,v_vMYPNyBR3d0_seg0,0.3057701587677002,v_vMYPNyBR3d0_seg2,0.30274805426597595,v_arTumJHoLB0_seg0,0.21349415183067322,v_arTumJHoLB0_seg2,0.17171508073806763
 The left man holds his nears near his chest.,v_vMYPNyBR3d0_seg1,v_arTumJHoLB0_seg2,0.24730947613716125,v_arTumJHoLB0_seg0,0.22779369354248047,v_arTumJHoLB0_seg1,0.22511866688728333,v_H2-rEH9TXR4_seg0,0.21687285602092743,v_H2-rEH9TXR4_seg1,0.2138330191373825
 A man acts weird and sprays himself.,v_vMYPNyBR3d0_seg2,v_arTumJHoLB0_seg2,0.30139219760894775,v_arTumJHoLB0_seg1,0.28116732835769653,v_arTumJHoLB0_seg0,0.27473118901252747,v_ZNsX4KYJlVQ_seg0,0.263607382774353,v_jIYRVlrXJgc_seg3,0.2623397707939148
A female is laying on her back exercising inside of a gym.,v_vbWdGj1sfO8_seg0,v_vbWdGj1sfO8_seg3,0.3111739754676819,v_vbWdGj1sfO8_seg2,0.3086566925048828,v_vbWdGj1sfO8_seg0,0.30678319931030273,v_vbWdGj1sfO8_seg1,0.30669116973876953,v_OJJMEEsOdPQ_seg1,0.21429753303527832
 She is wearing black and pink and just looks very comfortable while she works out.,v_vbWdGj1sfO8_seg1,v_vbWdGj1sfO8_seg2,0.28371506929397583,v_vbWdGj1sfO8_seg3,0.2799606919288635,v_vbWdGj1sfO8_seg1,0.27076271176338196,v_vbWdGj1sfO8_seg0,0.26534736156463623,v_fGDVlbI90pw_seg1,0.24049760401248932
 She brings her arms up and her legs up to the center of her body.,v_vbWdGj1sfO8_seg2,v_vbWdGj1sfO8_seg2,0.30404800176620483,v_vbWdGj1sfO8_seg3,0.30317890644073486,v_vbWdGj1sfO8_seg1,0.29840022325515747,v_vbWdGj1sfO8_seg0,0.2885841131210327,v_fGDVlbI90pw_seg2,0.23205575346946716
 She does that repeatedly for a little while.,v_vbWdGj1sfO8_seg3,v_fGDVlbI90pw_seg1,0.2692076563835144,v_fGDVlbI90pw_seg0,0.2691876292228699,v_fGDVlbI90pw_seg2,0.2650643587112427,v_kTStFRAp99E_seg0,0.2648693919181824,v_kTStFRAp99E_seg1,0.2607818841934204
A young man dry a pot lid while dancing.,v_yKdvz5dgro4_seg0,v_KVmuW9kwZV4_seg2,0.29328635334968567,v_yKdvz5dgro4_seg1,0.2856702208518982,v_yKdvz5dgro4_seg0,0.28518009185791016,v_yKdvz5dgro4_seg2,0.2851671576499939,v_KVmuW9kwZV4_seg1,0.28017544746398926
" Also, a teen wash a cup of steel and dancing.",v_yKdvz5dgro4_seg1,v_yKdvz5dgro4_seg1,0.27764737606048584,v_yKdvz5dgro4_seg0,0.2746075391769409,v_yKdvz5dgro4_seg2,0.2743975520133972,v_KVmuW9kwZV4_seg0,0.25610536336898804,v_ZNsX4KYJlVQ_seg0,0.2548244893550873
 A woman enters and then leave the kitchen.,v_yKdvz5dgro4_seg2,v_jIYRVlrXJgc_seg2,0.20708632469177246,v_yKdvz5dgro4_seg1,0.1977386772632599,v_ztnt2EYuK3I_seg0,0.19762548804283142,v_yKdvz5dgro4_seg0,0.19471706449985504,v_ztnt2EYuK3I_seg2,0.19385549426078796
A ball flies through he air on a baseball field.,v_zqXJkZgKmSk_seg0,v_zqXJkZgKmSk_seg0,0.2716042995452881,v_zqXJkZgKmSk_seg1,0.2692444622516632,v_GZsplhHXQy0_seg0,0.26542940735816956,v_GZsplhHXQy0_seg2,0.26288509368896484,v_4R5KDUqBPcU_seg0,0.2613198459148407
 The person with the camera takes off running.,v_zqXJkZgKmSk_seg1,v_jIYRVlrXJgc_seg2,0.2798812985420227,v_jIYRVlrXJgc_seg3,0.27205097675323486,v_jIYRVlrXJgc_seg0,0.27003300189971924,v_Ufki4AjZHFI_seg1,0.2686130404472351,v_Ufki4AjZHFI_seg3,0.25526943802833557
 The runner stops on the home base and turns around.,v_zqXJkZgKmSk_seg2,v_zqXJkZgKmSk_seg3,0.2928910255432129,v_zqXJkZgKmSk_seg2,0.29184937477111816,v_zqXJkZgKmSk_seg1,0.2893667221069336,v_GZsplhHXQy0_seg2,0.2882986068725586,v_GZsplhHXQy0_seg3,0.28342580795288086
 We see the people at the back of the field.,v_zqXJkZgKmSk_seg3,v_bQ3yPbCICRg_seg0,0.24642901122570038,v_zqXJkZgKmSk_seg3,0.2249542474746704,v_4R5KDUqBPcU_seg2,0.22191360592842102,v_bQ3yPbCICRg_seg1,0.2211831659078598,v_zqXJkZgKmSk_seg1,0.21570982038974762
A person in a black coat is scraping ice off of a window.,v_ztnt2EYuK3I_seg0,v_ztnt2EYuK3I_seg0,0.24885892868041992,v_ztnt2EYuK3I_seg1,0.22837191820144653,v_ztnt2EYuK3I_seg2,0.2146955132484436,v_KVmuW9kwZV4_seg2,0.1722584366798401,v_KVmuW9kwZV4_seg1,0.1668636053800583
 A kid in a yellow coat is smiling at the camera.,v_ztnt2EYuK3I_seg1,v_ztnt2EYuK3I_seg1,0.23247772455215454,v_ztnt2EYuK3I_seg2,0.22322791814804077,v_ztnt2EYuK3I_seg0,0.22157277166843414,v_cKFARm4dsws_seg0,0.19272640347480774,v_MAZlsi4Bon8_seg1,0.16959556937217712
 A boy in a green jacket is scraping the ice off of another car.,v_ztnt2EYuK3I_seg2,v_ztnt2EYuK3I_seg0,0.33527231216430664,v_ztnt2EYuK3I_seg1,0.32825157046318054,v_ztnt2EYuK3I_seg2,0.3120877742767334,v_cKFARm4dsws_seg0,0.28555285930633545,v_2ErgL7-MXHw_seg0,0.2052278071641922
